decision,company,role,url,source,track,work_model,location,posted_relative,fetched_at,suggested_lane,suggested_cluster,confidence,reason,evidence_basis,grad_display_hint,user_confirm,apply_url,apply_url_confidence,apply_ats,apply_matched_title,apply_resolve_evidence
later,AbbVie,Scientific Technical Engineer - PDS&T CMC,https://jobright.ai/jobs/info/6a7f6cdbb56bea5779c0b241,jobright_matches,,,,,2026-09-05T13:01:27+00:00,broad,cloud_swe,low,fit_priority: public Jobright homepage card (Matches session unavailable). work_model/location blank — evidence incomplete.,board_fields,program_end,,,,,,
later,Accenture Federal Services,Full Stack Developer,https://jobright.ai/jobs/info/6a0242c9c4b08448a0b24c9e,jobright_matches,,,,,2026-09-05T13:01:27+00:00,broad,cloud_swe,low,fit_priority: public Jobright homepage card (Matches session unavailable). work_model/location blank — evidence incomplete.,board_fields,program_end,,,,,,
later,Applied Intuition,Senior Engineer - HD Maps,https://jobright.ai/jobs/info/6a64077e0c8e2b4f36dd0da3,jobright_matches,,,,,2026-09-05T13:01:27+00:00,broad,cloud_swe,low,"fit_priority: public homepage card looks mid/senior; work_model/location blank — evidence incomplete, not assumed remote.",board_fields,program_end,,,,,,
later,Cherokee Federal,Data Scientist - Mid,https://jobright.ai/jobs/info/6a5891c19838a11e5d839284,jobright_matches,,,,,2026-09-05T13:01:27+00:00,broad,data_ml,low,"fit_priority: public homepage card looks mid/senior; work_model/location blank — evidence incomplete, not assumed remote.",board_fields,program_end,,,,,,
later,Old National Bank,Application Developer III,https://jobright.ai/jobs/info/6a7344501ce9647cdbca702c,jobright_matches,,,,,2026-09-05T13:01:27+00:00,broad,cloud_swe,low,"fit_priority: public homepage card looks mid/senior; work_model/location blank — evidence incomplete, not assumed remote.",board_fields,program_end,,,,,,
skip,OpenAI,"Product Marketing Lead, ChatGPT Work",https://jobright.ai/jobs/info/6a7f493f19ce4e6e9d936adb,jobright_matches,,,,,2026-09-05T13:01:27+00:00,,,high,"non_target_role: marketing lead, not SWE/ML.",board_fields,n/a,,,,,,
later,Walmart,Software Engineer III,https://jobright.ai/jobs/info/6a51212078e364789ca591c6,jobright_matches,,,,,2026-09-05T13:01:27+00:00,broad,cloud_swe,low,"fit_priority: public homepage card looks mid/senior; work_model/location blank — evidence incomplete, not assumed remote.",board_fields,program_end,,,,,,
later,American Express,"Campus Undergraduate Summer Internship Program - 2027 AI Engineer, Enterprise Technology Services- Atlanta, GA",https://jobright.ai/jobs/info/6a8384d49b859b227766f77d,intern_list,internship_if_eligible,Hybrid,"Phoenix, AZ; Atlanta, GA",15 hours ago,2026-09-05T13:01:27+00:00,practice,data_ml,medium,traditional_student_coop + intern_ok: 2027 AI intern but framed as undergraduate campus program.,board_fields,program_end,,,,,,
later,"Argmax, Inc.",On-device AI Frameworks Engineer (Intern),https://jobright.ai/jobs/info/6a3edc60882f121f56a3bab8,intern_list,internship_if_eligible,Hybrid,"Palo Alto, CA; New York, NY",5 hours ago,2026-09-05T13:01:27+00:00,core,data_ml,medium,intern_ok + fit_priority: related SWE/ML intern but no explicit 2027 term on the board card — do not infer cycle.,board_fields,program_end,,,,,,
skip,Arizona Department of Health Services,OVERDOSE DATA TO ACTION EVALUATION INTERN,https://jobright.ai/jobs/info/6a9b7efb2cdc5958f53ec798,intern_list,internship_if_eligible,On Site,"Phoenix, AZ",12 hours ago,2026-09-05T13:01:27+00:00,,,high,"non_target_role: public-health evaluation intern, not SWE/ML.",board_fields,n/a,,,,,,
keep,Bain & Company,AI Engineering Intern (Summer 2027),https://jobright.ai/jobs/info/6a9b853d90a313642c65a438,intern_list,internship_if_eligible,Hybrid,"New York, NY; San Francisco, CA",10 hours ago,2026-09-05T13:01:27+00:00,core,data_ml,high,intern_ok + fit_priority: explicit Summer 2027 AI engineering intern.,board_fields,program_end,,,none,,,
later,Berkeley Industrial Engineering & Operations Research,AI & Data Analytics Intern at TBD Investors,https://jobright.ai/jobs/info/6a9b51581388387060597c3b,intern_list,internship_if_eligible,Hybrid,"Tohatchi, NM; Palm Beach, FL",13 hours ago,2026-09-05T13:01:27+00:00,practice,data_ml,medium,fit_priority: analytics-heavy intern; weaker than core SWE/ML. Term year unclear or 2027-analytics.,board_fields,program_end,,,,,,
later,Berkeley Industrial Engineering & Operations Research,Software Developer Intern at Asymptote Capital,https://jobright.ai/jobs/info/6a9bf67375edfa11b470d553,intern_list,internship_if_eligible,Hybrid,"Indianapolis, IN; Silicon Valley, United States",2 hours ago,2026-09-05T13:01:27+00:00,practice,cloud_swe,low,fit_priority: staffing-firm intern listing; location/employer pairing looks noisy.,board_fields,program_end,,,,,,
later,Bot Auto,"Intern, Deep Learning Engineer",https://jobright.ai/jobs/info/6a46a9128204a812e98c9621,intern_list,internship_if_eligible,On Site,"Houston, TX",14 hours ago,2026-09-05T13:01:27+00:00,core,data_ml,medium,intern_ok + fit_priority: related SWE/ML intern but no explicit 2027 term on the board card — do not infer cycle.,board_fields,program_end,,,,,,
skip,ByteDance,Research Intern (AI Infra Compute) - 2027 Start (PhD),https://jobright.ai/jobs/info/6a9bba15dacf777321a8d363,intern_list,internship_if_eligible,On Site,"San Jose, CA",6 hours ago,2026-09-05T13:01:27+00:00,,,high,hard_gate: PhD-only title on board text.,board_fields,n/a,,,,,,
later,CNA Insurance,Technology Internship Program (Data Analytics),https://jobright.ai/jobs/info/6a9b74af9c24314c35f9945f,intern_list,internship_if_eligible,Hybrid,"Chicago, IL",10 hours ago,2026-09-05T13:01:27+00:00,practice,data_ml,medium,fit_priority: analytics-heavy intern; weaker than core SWE/ML. Term year unclear or 2027-analytics.,board_fields,program_end,,,,,,
keep,Charles Schwab,2027 Technology Intern - Site Reliability Engineering,https://jobright.ai/jobs/info/6a9af3a990a313642c6570b8,intern_list,internship_if_eligible,On Site,"Austin, TX",4 hours ago,2026-09-05T13:01:27+00:00,core,cloud_swe,high,intern_ok + fit_priority: 2027 SRE / technology intern.,board_fields,program_end,,,none,,,
