decision,company,role,url,source,track,work_model,location,posted_relative,fetched_at,suggested_lane,suggested_cluster,confidence,reason,evidence_basis,grad_display_hint,user_confirm
skip,Amtrak,Fall 2026/Spring 2027 - Data Analytics Intern - 90413629 - Philadelphia,https://jobright.ai/jobs/info/6a7b4e79ecfd2977075380e5,intern_list,internship_if_eligible,On Site,"Philadelphia, PA",20 hours ago,2026-08-12T13:02:25+00:00,broad,data_ml,high,"[start_date_conflict, timing_expired] The title explicitly includes a 2026 internship term/start, which is outside the target work window.",board_fields,n/a,
later,Automation Anywhere,Software Development Engineer in Test Intern (SDET Intern),https://jobright.ai/jobs/info/6a7be90fecfd29770753b1db,intern_list,internship_if_eligible,On Site,"Elkhart County, Indiana, United States",9 hours ago,2026-08-12T13:02:25+00:00,broad,cloud_swe,medium,"[intern_ok, fit_priority] Related but lower-priority role, and the board fields do not state an explicit 2027 term; conservatively later.",board_fields,n/a,
later,"Baynovation, LLC",Data Scientist Intern,https://jobright.ai/jobs/info/6a72e0066ffeee418e5b78c5,intern_list,internship_if_eligible,On Site,"San Jose, CA",1 week ago,2026-08-12T13:02:25+00:00,broad,data_ml,medium,"[intern_ok, traditional_student_coop, fit_priority] Data-science fit is relevant, but the term is not explicitly 2027 and the board requires returning to the program afterward; timing eligibility needs review.",board_fields,n/a,
skip,CCC Intelligent Solutions,R&D & Data Science Internship Fall 2026,https://jobright.ai/jobs/info/6a7baa3d77e6b569c61c20af,intern_list,internship_if_eligible,Hybrid,"Chicago, IL",13 hours ago,2026-08-12T13:02:25+00:00,core,data_ml,high,"[start_date_conflict, timing_expired] The title explicitly includes a 2026 internship term/start, which is outside the target work window.",board_fields,n/a,
skip,Cambium Assessment,Machine Learning Intern,https://jobright.ai/jobs/info/6a7bbaf2ecfd29770753aa6c,intern_list,internship_if_eligible,Remote,United States,12 hours ago,2026-08-12T13:02:25+00:00,core,data_ml,high,[remote] The board explicitly lists Remote; fully remote roles are outside the profile's work-model scope.,board_fields,n/a,
skip,Capital One,Current Master's - Data Science Internship - Summer 2027,https://jobright.ai/jobs/info/6a5e1efa050c423c792ed587,intern_list,internship_if_eligible,Hybrid,"McLean, VA; Cambridge, MA; Chicago, IL; Richmond, VA; Plano, TX; San Francisco, CA; San Jose, CA; New York, NY",18 hours ago,2026-08-12T13:02:25+00:00,core,data_ml,high,[hard_gate] The board states a graduation or continuing-study window that excludes both December 2026 program completion and March 2027 commencement.,board_fields,n/a,
skip,Capital One,Current PhD - Data Science Internship - Summer 2027,https://jobright.ai/jobs/info/6a5e1f0cf29acc1a11745ab6,intern_list,internship_if_eligible,On Site,"McLean, VA; Cambridge, MA; Chicago, IL; Richmond, VA; Plano, TX; San Francisco, CA; San Jose, CA; New York, NY",18 hours ago,2026-08-12T13:02:25+00:00,core,data_ml,high,[hard_gate] The title or board requirements explicitly limit the role to PhD candidates; the profile is a master's candidate.,board_fields,n/a,
skip,Chase,2027 Data & AI Program - Summer Internship - Analyst - United States,https://jobright.ai/jobs/info/6a7b4dbeb933773d16be665f,intern_list,internship_if_eligible,On Site,"Chicago, IL; New York Metro, United States; Columbus, OH; Delaware Metro, United States; Plano, TX; Palo Alto, CA",20 hours ago,2026-08-12T13:02:25+00:00,core,data_ml,high,[hard_gate] The board states a graduation or continuing-study window that excludes both December 2026 program completion and March 2027 commencement.,board_fields,n/a,
skip,Chase,2027 Data for Good Hackathon - Data & AI Program - Summer Internship,https://jobright.ai/jobs/info/6a765b0867a1ad0bc53c9ff7,intern_list,internship_if_eligible,On Site,"Chicago, IL; Columbus, OH; Plano, TX; New York Metro, United States; Delaware Metro, United States",4 days ago,2026-08-12T13:02:25+00:00,core,data_ml,high,[hard_gate] The board states a graduation or continuing-study window that excludes both December 2026 program completion and March 2027 commencement.,board_fields,n/a,
later,City of New York,Data Analytics Grad Intern,https://jobright.ai/jobs/info/6a7b1bdeecf5194164fbbffa,intern_list,internship_if_eligible,On Site,"New York, NY",1 day ago,2026-08-12T13:02:25+00:00,broad,data_ml,medium,"[intern_ok, fit_priority] Related but lower-priority role, and the board fields do not state an explicit 2027 term; conservatively later.",board_fields,n/a,
skip,Commence,Health Data Analyst Intern,https://jobright.ai/jobs/info/6a7b2e7777e6b569c61bedf4,intern_list,internship_if_eligible,Remote,United States,11 hours ago,2026-08-12T13:02:25+00:00,broad,health_ai,high,[remote] The board explicitly lists Remote; fully remote roles are outside the profile's work-model scope.,board_fields,n/a,
later,FIRST,IT Data Operations Intern (Hybrid - NY office),https://jobright.ai/jobs/info/6a7b6553b933773d16be6f74,intern_list,internship_if_eligible,Hybrid,"New York, NY",18 hours ago,2026-08-12T13:02:25+00:00,broad,data_ml,medium,"[intern_ok, fit_priority] Related but lower-priority role, and the board fields do not state an explicit 2027 term; conservatively later.",board_fields,n/a,
later,Foodini,Engineering Intern - Python and Web (AI human in the loop),https://jobright.ai/jobs/info/6a7bd267ecf5194164fc006a,intern_list,internship_if_eligible,On Site,"Los Angeles, CA; Santa Monica, CA",11 hours ago,2026-08-12T13:02:25+00:00,core,cloud_swe,medium,"[intern_ok, fit_priority] Strong target-role fit, but the board fields do not state an explicit 2027 term; timing is incomplete, so conservatively later.",board_fields,n/a,
skip,Grande Cheese Company,Data Analytics Science Intern,https://jobright.ai/jobs/info/6a7b3c1877e6b569c61bf375,intern_list,internship_if_eligible,On Site,"Fond du Lac, WI",16 hours ago,2026-08-12T13:02:25+00:00,practice,data_ml,medium,"[traditional_student_coop, fit_priority] The board limits eligibility to undergraduate degree-level or standing and the role is lower-priority analytics, so it is not a fit for this master's/new-grad profile.",board_fields,n/a,
