decision,company,role,url,source,track,work_model,location,posted_relative,fetched_at,suggested_lane,suggested_cluster,confidence,reason,evidence_basis,grad_display_hint,user_confirm,apply_url,apply_url_confidence,apply_ats,apply_matched_title,apply_resolve_evidence
keep,AV,Summer 2027 Software Engineering Intern,https://jobright.ai/jobs/info/6a970054246d697dcee029ca,jobright_matches,,,,,2026-09-10T22:03:26+00:00,core,cloud_swe,medium,intern_ok + fit_priority: Summer 2027 software engineering intern. work_model/location blank on Matches; do not assume remote.,board_fields,program_end,,,none,,,
later,Almo Corporation,Junior Developer,https://jobright.ai/jobs/info/6a888115e8b6601d12907189,jobright_matches,,,,,2026-09-10T22:03:26+00:00,broad,cloud_swe,low,fit_priority: junior developer is in-scope but no 2027 intern or early-career keep signal; Matches location/work_model blank.,board_fields,program_end,,,,,,
later,Altamira Technologies Corporation,Interface Engineer,https://jobright.ai/jobs/info/6aa03283dbc0e60e37e0bdd3,jobright_matches,,,,,2026-09-10T22:03:26+00:00,broad,cloud_swe,low,fit_priority: interface engineer is adjacent SWE; no early-career/2027 keep signal; Matches fields incomplete.,board_fields,program_end,,,,,,
later,American Fidelity,Data Analyst III/II/I,https://jobright.ai/jobs/info/6a39ba6f214ae004c7a20575,jobright_matches,,,,,2026-09-10T22:03:26+00:00,practice,data_ml,low,fit_priority: mixed-level data analyst listing; light analytics vs core data_ml.,board_fields,program_end,,,,,,
later,AssetGuard Products Inc.,Senior Data Analyst,https://jobright.ai/jobs/info/6aa054ca3b5aa83237b086bf,jobright_matches,,,,,2026-09-10T22:03:26+00:00,broad,data_ml,low,"fit_priority: senior data analyst, not early-career SWE/ML.",board_fields,program_end,,,,,,
later,Blue Origin,Software Development Engineer III,https://jobright.ai/jobs/info/6a23aed5dedf78312c7acf0f,jobright_matches,,,,,2026-09-10T22:03:26+00:00,broad,cloud_swe,low,"fit_priority: SDE III is mid/senior, not a 2027 intern or early-career keep.",board_fields,program_end,,,,,,
later,Breeze Airways™,Software Engineer III,https://jobright.ai/jobs/info/6a98658cc8ed473c5c763cea,jobright_matches,,,,,2026-09-10T22:03:26+00:00,broad,cloud_swe,low,"fit_priority: Software Engineer III is mid/senior, not early-career.",board_fields,program_end,,,,,,
later,ERCOT,GMS Applications Developer - RIOO,https://jobright.ai/jobs/info/6a5a6e244da96a42cfd95cca,jobright_matches,,,,,2026-09-10T22:03:26+00:00,broad,cloud_swe,low,fit_priority: in-scope developer role but no early-career/2027 keep signal.,board_fields,program_end,,,,,,
skip,Gusto,Head Of Sales Data Science & Analytics,https://jobright.ai/jobs/info/6a67cd5c2bf1fb2b719271aa,jobright_matches,,,,,2026-09-10T22:03:26+00:00,,,high,"non_target_role: Head of Sales title, not SWE/data/ML IC.",board_fields,n/a,,,,,,
later,Rain,Software Engineer - Stellar,https://jobright.ai/jobs/info/699f9183ce78e77b4fe56823,jobright_matches,,,,,2026-09-10T22:03:26+00:00,broad,cloud_swe,low,fit_priority: in-scope SWE but no early-career/2027 keep signal; Matches fields incomplete.,board_fields,program_end,,,,,,
