decision,company,role,url,source,track,work_model,location,posted_relative,fetched_at,suggested_lane,suggested_cluster,confidence,reason,evidence_basis,grad_display_hint,user_confirm,apply_url,apply_url_confidence,apply_ats,apply_matched_title,apply_resolve_evidence
later,AbbVie,Data Engineer (Hybrid),https://jobright.ai/jobs/info/6aa1d6f6500b01124c77f48b,jobright_matches,,,,,2026-09-09T22:03:41+00:00,broad,cloud_swe,low,fit_priority: in-scope SWE/data role on the public feed with no intern/new-grad keep signal. Blank work_model/location is not assumed remote.,board_fields,program_end,,,,,,
later,Agile Defense,Data Engineer (Various Locations),https://jobright.ai/jobs/info/6aa1d6832f936e4a53dae5b8,jobright_matches,,,,,2026-09-09T22:03:41+00:00,broad,cloud_swe,low,fit_priority: in-scope SWE/data role on the public feed with no intern/new-grad keep signal. Blank work_model/location is not assumed remote.,board_fields,program_end,,,,,,
later,Benchling,"Software Engineer, Tools And Automation",https://jobright.ai/jobs/info/6aa1d645ef23570cae24677b,jobright_matches,,,,,2026-09-09T22:03:41+00:00,broad,cloud_swe,low,fit_priority: in-scope SWE/data role on the public feed with no intern/new-grad keep signal. Blank work_model/location is not assumed remote.,board_fields,program_end,,,,,,
skip,Holy Family Institute,Quality And Data Manager,https://jobright.ai/jobs/info/6aa1a9d9ef23570cae2457b3,jobright_matches,,,,,2026-09-09T22:03:41+00:00,,,high,non_target_role: manager title outside SWE/data/ML/AI infra.,board_fields,n/a,,,,,,
later,Incedo Inc.,Java Full Stack Developer,https://jobright.ai/jobs/info/6aa1d6bc2f936e4a53dae5c0,jobright_matches,,,,,2026-09-09T22:03:41+00:00,broad,cloud_swe,low,fit_priority: in-scope SWE/data role on the public feed with no intern/new-grad keep signal. Blank work_model/location is not assumed remote.,board_fields,program_end,,,,,,
later,Numeric,"Software Engineer, Product",https://jobright.ai/jobs/info/6aa1d6870ffb3d4fea6b7639,jobright_matches,,,,,2026-09-09T22:03:41+00:00,broad,cloud_swe,low,fit_priority: in-scope SWE/data role on the public feed with no intern/new-grad keep signal. Blank work_model/location is not assumed remote.,board_fields,program_end,,,,,,
later,Parabola,"Senior Software Engineer, Site Reliability",https://jobright.ai/jobs/info/6aa1d6d4ef23570cae246798,jobright_matches,,,,,2026-09-09T22:03:41+00:00,broad,cloud_swe,low,"fit_priority: senior/staff title without intern/new-grad signal — related, not a keep. Blank work_model/location is not assumed remote.",board_fields,program_end,,,,,,
later,Renesas Electronics,"Senior Software Engineer – Benchmarking, Performance & Competitive Analysis",https://jobright.ai/jobs/info/6aa1d7303272060a8e3f269b,jobright_matches,,,,,2026-09-09T22:03:41+00:00,broad,cloud_swe,low,"fit_priority: senior/staff title without intern/new-grad signal — related, not a keep. Blank work_model/location is not assumed remote.",board_fields,program_end,,,,,,
later,Tata Consultancy Services,Senior Software Engineer,https://jobright.ai/jobs/info/6aa1d750ef23570cae2467b2,jobright_matches,,,,,2026-09-09T22:03:41+00:00,broad,cloud_swe,low,"fit_priority: senior/staff title without intern/new-grad signal — related, not a keep. Blank work_model/location is not assumed remote.",board_fields,program_end,,,,,,
later,Wipro,DEVELOPER L3,https://jobright.ai/jobs/info/6a997be5040e5c3d075967e0,jobright_matches,,,,,2026-09-09T22:03:41+00:00,broad,cloud_swe,low,"fit_priority: senior/staff title without intern/new-grad signal — related, not a keep. Blank work_model/location is not assumed remote.",board_fields,program_end,,,,,,
skip,Acxiom,Intern - Data Scientist,https://jobright.ai/jobs/info/6aa0bd3fdbc0e60e37e0f6ea,intern_list,internship_if_eligible,Remote,United States,20 hours ago,2026-09-09T22:03:59+00:00,,,high,remote: work_model is fully remote / remote-only.,board_fields,n/a,,,,,,
