decision,company,role,url,source,track,work_model,location,posted_relative,fetched_at,suggested_lane,suggested_cluster,confidence,reason,evidence_basis,grad_display_hint,user_confirm,apply_url,apply_url_confidence,apply_ats,apply_matched_title,apply_resolve_evidence
later,AARP,Data Science and Advanced Analytics Intern,https://jobright.ai/jobs/info/6a310d0feace377055eb84d9,intern_list,internship_if_eligible,Hybrid,"Washington, DC, United States",16 hours ago,2026-07-28T11:07:55-04:00,broad,data_ml,medium,fit_priority(8): analytics-leaning DS at a non-target org; term unstated,board_fields,either,,,,,,
later,AARP,Data Science and Advanced Analytics Intern,https://jobright.ai/jobs/info/6a61f2afab14335fc0f1ac95,intern_list,internship_if_eligible,Hybrid,"Washington, DC, United States",16 hours ago,2026-07-28T11:07:55-04:00,broad,data_ml,medium,duplicate of row 1 (distinct URL); same assessment,board_fields,either,,,,,,
later,ASTEC,Data Analyst Intern,https://jobright.ai/jobs/info/6a68113ed0fb4c3df393ff70,intern_list,internship_if_eligible,Hybrid,"Chattanooga, TN, United States",20 hours ago,2026-07-28T11:07:55-04:00,practice,data_ml,medium,"fit_priority(8): light analytics intern, non-target industry",board_fields,either,,,,,,
keep,Apptronik,Software Engineer Intern - ML Systems,https://jobright.ai/jobs/info/6a67b7ef5d2a117fb9cece32,intern_list,internship_if_eligible,On Site,"Austin, TX, United States",17 hours ago,2026-07-28T11:07:55-04:00,core,data_ml,high,fit_priority(8): ML Systems intern maps directly to SLURM/HPC + autoresearch evidence; on-site Austin,board_fields,either,,,none,,,
keep,Black Box,AI Engineer Intern - USA,https://jobright.ai/jobs/info/6a52f0d58576ec69c014e091,intern_list,internship_if_eligible,On Site,"PLANO, TX, United States",5 hours ago,2026-07-28T11:07:55-04:00,broad,data_ml,medium,"fit_priority(8): AI engineer intern, on-site",board_fields,either,,,none,,,
later,Brilent,Data Scientist Intern,https://jobright.ai/jobs/info/6a589a630304e26a7e7e702b,intern_list,internship_if_eligible,On Site,"San Mateo, CA, United States",2 days ago,2026-07-28T11:07:55-04:00,broad,data_ml,medium,fit_priority(8): small-company DS intern,board_fields,either,,,,,,
skip,ByteDance,Machine Learning Engineer Intern (E-commerce Governance Algorithms) - 2026 Start (PhD),https://jobright.ai/jobs/info/6a50ac042e2ceb72963b4cc1,intern_list,internship_if_eligible,On Site,"Seattle, WA, United States",8 hours ago,2026-07-28T11:07:55-04:00,,,high,start_date_conflict(4): '2026 Start' in title; hard_gate(3): PhD-only,board_fields,n/a,,,,,,
skip,ByteDance,Machine Learning Engineer Intern (Global E-commerce Risk Control) - 2026 Start (PhD),https://jobright.ai/jobs/info/6a55db55ec54dd532d814b4a,intern_list,internship_if_eligible,On Site,"Seattle, WA, United States",6 hours ago,2026-07-28T11:07:55-04:00,,,high,start_date_conflict(4): '2026 Start' in title; hard_gate(3): PhD-only,board_fields,n/a,,,,,,
skip,ByteDance,Machine Learning Engineer Project Intern (Security-Data) - 2026 Start (BS/MS),https://jobright.ai/jobs/info/6a56129b21f64463ad352797,intern_list,internship_if_eligible,On Site,"San Jose, CA, United States",2 hours ago,2026-07-28T11:07:55-04:00,,,high,start_date_conflict(4): title carries a 2026 start,board_fields,n/a,,,,,,
keep,CCC Intelligent Solutions,Applied AI Engineering Intern,https://jobright.ai/jobs/info/6a67bbeb3b5e6b116a5504a0,intern_list,internship_if_eligible,Hybrid,"Chicago, IL, United States",16 hours ago,2026-07-28T11:07:55-04:00,core,data_ml,high,"fit_priority(8): Applied AI Engineering intern, hybrid Chicago",board_fields,either,,,none,,,
