decision,company,role,url,source,track,work_model,location,posted_relative,fetched_at,suggested_lane,suggested_cluster,confidence,reason,evidence_basis,grad_display_hint,user_confirm
skip,Amazon,"Amazon Industrial Robotics - Applied Scientist II Intern / Co-op - 2026, Amazon Industrial Robotics",https://jobright.ai/jobs/info/6a5f2bb364865a3d9447249e,intern_list,internship_if_eligible,On Site,"Seattle, WA; North Reading, MA; Westboro, WI",1 hour ago,2026-08-11T13:01:00+00:00,,,high,"[start_date_conflict, timing_expired, hard_gate] Title explicitly says 2026 intern/co-op, and board qualifications explicitly require current PhD enrollment.",board_fields,n/a,
skip,Amazon,"Amazon Industrial Robotics - Applied Scientist II Intern / Co-op - 2026, Amazon Industrial Robotics",https://jobright.ai/jobs/info/69260a48d47de4798ecd3d70,intern_list,internship_if_eligible,On Site,"Seattle, WA; Westboro, WI",1 hour ago,2026-08-11T13:01:00+00:00,,,high,"[start_date_conflict, timing_expired, hard_gate] Title explicitly says 2026 intern/co-op, and board qualifications explicitly require current PhD enrollment.",board_fields,n/a,
skip,Amazon,"Robotics - Applied Scientist II Intern / Co-op - 2026 (Robotics, Manipulation, Perception, Motion Planning, Autonomous Mobile Robots, Computer Vision, Machine Learning, Controls, and more)",https://jobright.ai/jobs/info/68e6e8c41852e62f0082056d,intern_list,internship_if_eligible,On Site,"Seattle, WA",1 hour ago,2026-08-11T13:01:00+00:00,,,high,"[start_date_conflict, timing_expired, hard_gate] Title explicitly says 2026 intern/co-op, and board qualifications explicitly require current PhD enrollment.",board_fields,n/a,
skip,Amazon,"Robotics - Applied Scientist II Intern / Co-op - 2026 (Robotics, Manipulation, Perception, Motion Planning, Autonomous Mobile Robots, Computer Vision, Machine Learning, Controls, and more)",https://jobright.ai/jobs/info/6a521666e726ec56126a17c6,intern_list,internship_if_eligible,On Site,"Boston, MA; Sunnyvale, CA; Bellevue, WA; Seattle, WA; Pasadena, CA; North Reading, MA; Westborough, MA",1 hour ago,2026-08-11T13:01:00+00:00,,,high,"[start_date_conflict, timing_expired, hard_gate] Title explicitly says 2026 intern/co-op, and board qualifications explicitly require current PhD enrollment.",board_fields,n/a,
skip,Amazon,Robotics - Software Development Engineer Intern/Co-op - 2026,https://jobright.ai/jobs/info/692fb0a7ef4b48533d1481fb,intern_list,internship_if_eligible,On Site,"Austin, TX; Nashville, TN; Sunnyvale, CA; Bellevue, WA; Seattle, WA; Arlington, VA; North Reading, MA; Westboro, WI",1 hour ago,2026-08-11T13:01:00+00:00,,,high,"[start_date_conflict, timing_expired] Title explicitly identifies a 2026 software-development internship/co-op cycle.",board_fields,n/a,
skip,Amazon,Robotics - Software Development Engineer Intern/Co-op - 2026,https://jobright.ai/jobs/info/692fb5c0fa28370be26ad070,intern_list,internship_if_eligible,On Site,"Arlington, VA; Bellevue, WA; Nashville, TN; North Reading, MA; Seattle, WA",1 hour ago,2026-08-11T13:01:00+00:00,,,high,"[start_date_conflict, timing_expired] Title explicitly identifies a 2026 software-development internship/co-op cycle.",board_fields,n/a,
later,Amazon,Software Development Engineer Fall Intern - Military Veteran,https://jobright.ai/jobs/info/698d46c70f6f7e7a2ce919f7,intern_list,internship_if_eligible,On Site,"Santa Clara, CA",1 hour ago,2026-08-11T13:01:00+00:00,broad,cloud_swe,medium,"[intern_ok, fit_priority] Software engineering fits, but Military Veteran eligibility is not established either way by the profile and the board gives no explicit job term/start year; defer without inventing a hard-gate failure.",board_fields,n/a,
skip,Amazon,Software Development Engineer Internship - Fall 2026 (US),https://jobright.ai/jobs/info/69fbef54c39b9a66c0c55443,intern_list,internship_if_eligible,On Site,"Seattle, WA",1 hour ago,2026-08-11T13:01:00+00:00,,,high,"[start_date_conflict, timing_expired] Title explicitly identifies Fall 2026 as the internship term.",board_fields,n/a,
skip,Amazon,Software Development Engineer Internship - Fall 2026 (US),https://jobright.ai/jobs/info/6a55b3922ce8bf79a139f963,intern_list,internship_if_eligible,On Site,"Seattle, WA; Phoenix, AZ; Tempe, AZ; Berkeley, CA; Culver City, CA; Cupertino, CA; East Palo Alto, CA; Irvine, CA; Los Angeles, CA; Manhattan Beach, CA; Palo Alto, CA; San Diego, CA; San Francisco, CA; San Jose, CA; San Luis Obispo, CA; Santa Barbara, CA; Santa Clara, CA; Santa Cruz, CA; Santa Monica, CA; Sunnyvale, CA; Boulder, CO; Denver, CO; Atlanta, GA; Kennesaw, GA; Chicago, IL; Boston, MA; Cambridge, MA; Hudson, MA; North Reading, MA; Westborough, MA; Baltimore, MD; Detroit, MI; Minneapolis, MN; Jersey City, NJ; New York, NY; Portland, OR; Philadelphia, PA; Pittsburgh, PA; Nashville, TN; Austin, TX; Dallas, TX; Arlington, VA; Herndon, VA; Madison, WI; Bellevue, WA; Redmond, WA",1 hour ago,2026-08-11T13:01:00+00:00,,,high,"[start_date_conflict, timing_expired] Title explicitly identifies Fall 2026 as the internship term.",board_fields,n/a,
later,Amazon,Software Development Engineer Internship - Military Veteran,https://jobright.ai/jobs/info/698d432478b4502f12a3ddc6,intern_list,internship_if_eligible,On Site,"Jersey City, NJ; Boston, MA; Arlington, VA; New York, NY; Denver, CO; San Francisco, CA; Brooklyn, NY; Carle Place, NY; Seattle, WA; Santa Clara, CA; Culver City, CA; Sunnyvale, CA; Bellevue, WA; Redmond, WA; Astoria, NY",1 hour ago,2026-08-11T13:01:00+00:00,broad,cloud_swe,medium,"[intern_ok, fit_priority] Software engineering fits, but Military Veteran eligibility is not established either way by the profile and the board gives no explicit job term/start year; defer without inventing a hard-gate failure.",board_fields,n/a,
