decision,company,role,url,source,track,work_model,location,posted_relative,fetched_at,suggested_lane,suggested_cluster,confidence,reason,evidence_basis,grad_display_hint,user_confirm
later,A Igreja de Jesus Cristo dos Santos dos Últimos Dias,Data Scientist - Paid Intern,https://jobright.ai/jobs/info/6a6baba857120971bf3a82e9,intern_list,internship_if_eligible,On Site,"Salt Lake City, UT",7 hours ago,2026-08-05T13:02:57+00:00,broad,data_ml,medium,"Data science is relevant, but the explicit church-membership gate is unresolved and no 2027 term is stated. [intern_ok][hard_gate][fit_priority]",board_fields,n/a,
later,A Igreja de Jesus Cristo dos Santos dos Últimos Dias,Ops Center Engineer Technical Intern,https://jobright.ai/jobs/info/6a7214e902d93145bf8926b7,intern_list,internship_if_eligible,On Site,"Bluffdale, UT",8 hours ago,2026-08-05T13:02:57+00:00,broad,cloud_swe,medium,"Technical operations is adjacent to the target, but no explicit 2027 internship term is stated; timing evidence is incomplete. [intern_ok][fit_priority]",board_fields,n/a,
later,Acres,Data Intern,https://jobright.ai/jobs/info/6a71c9ece2b7476e7b20f601,intern_list,internship_if_eligible,On Site,"Fayetteville, AR",1 day ago,2026-08-05T13:02:57+00:00,practice,data_ml,medium,The data work is light/general and no explicit 2027 term is stated. [intern_ok][fit_priority],board_fields,n/a,
skip,American Express,"Campus Undergraduate Summer Internship Program - 2027 Strategy & Analytics, Credit & Fraud Risk - Phoenix, AZ",https://jobright.ai/jobs/info/6a702d63cd3bac13d3709be1,intern_list,internship_if_eligible,On Site,"Phoenix, AZ",18 hours ago,2026-08-05T13:02:57+00:00,practice,data_ml,high,"Board fields show an incompatible explicit gate: the graduation window is December 2027–June 2028, matching neither real profile date. [hard_gate]",board_fields,n/a,
later,"Baynovation, LLC",AI Research Intern,https://jobright.ai/jobs/info/6a72a49ae2b7476e7b21429a,intern_list,internship_if_eligible,On Site,"San Jose, CA",10 hours ago,2026-08-05T13:02:57+00:00,core,data_ml,medium,"AI research is a strong fit, but no explicit 2027 term is stated; timing is uncertain. [intern_ok][fit_priority]",board_fields,n/a,
later,"Baynovation, LLC",Data Scientist Intern,https://jobright.ai/jobs/info/6a72e0066ffeee418e5b78c5,intern_list,internship_if_eligible,On Site,"San Jose, CA",10 hours ago,2026-08-05T13:02:57+00:00,core,data_ml,medium,"Data science fits, but no 2027 term is stated and the return-to-program requirement needs timing verification. [intern_ok][hard_gate][fit_priority]",board_fields,n/a,
skip,Beckman Coulter Life Sciences,Bioinformatics Applications Internship,https://jobright.ai/jobs/info/6a6cd5e857120971bf3ad79c,intern_list,internship_if_eligible,Remote,United States,4 days ago,2026-08-05T13:02:57+00:00,practice,health_ai,high,Work model is explicitly fully Remote. [remote],board_fields,n/a,
skip,ByteDance,Student Researcher (AI Foundation Models Infrastructure – Seed Infra) – 2026 Start,https://jobright.ai/jobs/info/6a727ce8e2b7476e7b21399a,intern_list,internship_if_eligible,On Site,"San Jose, CA",13 hours ago,2026-08-05T13:02:57+00:00,practice,data_ml,high,The title explicitly identifies a 2026 role cycle. [start_date_conflict][timing_expired],board_fields,n/a,
skip,Canvas Fundamental Research Group,Machine Learning Researcher - Intern,https://jobright.ai/jobs/info/6a72a30de2b7476e7b21425c,intern_list,internship_if_eligible,On Site,"New York, NY",10 hours ago,2026-08-05T13:02:57+00:00,practice,data_ml,high,Board fields show an incompatible explicit gate: eligibility is limited to students enrolled in a PhD program. [hard_gate],board_fields,n/a,
later,Centerfield,Data Science Intern,https://jobright.ai/jobs/info/6a39cdd86484fb75f2b33af0,intern_list,internship_if_eligible,Hybrid,"Los Angeles, CA",1 day ago,2026-08-05T13:02:57+00:00,core,data_ml,medium,"Data science fits, but no explicit 2027 term is stated; timing evidence is incomplete. [intern_ok][fit_priority]",board_fields,n/a,
skip,Cloudflare,"Software Engineer Intern (Fall 2026) - Austin, TX",https://jobright.ai/jobs/info/6a57133f21f64463ad357d06,intern_list,internship_if_eligible,Hybrid,"Austin, TX",2 hours ago,2026-08-05T13:02:57+00:00,practice,cloud_swe,high,The title explicitly identifies a 2026 role cycle. [start_date_conflict][timing_expired],board_fields,n/a,
skip,Cohere Technology Group,DoD SkillBridge Intern (CNO Developer),https://jobright.ai/jobs/info/6a72f8fcadfe134034cca9af,intern_list,internship_if_eligible,Remote,United States,4 hours ago,2026-08-05T13:02:57+00:00,practice,cloud_swe,high,Work model is explicitly fully Remote. [remote] Board fields show an incompatible explicit gate: current military SkillBridge participation and an active clearance are required. [hard_gate],board_fields,n/a,
skip,Cresta,Data Science Intern (Customer Success),https://jobright.ai/jobs/info/6a0f7ea712f8b43cf397fb33,intern_list,internship_if_eligible,Remote,United States,3 days ago,2026-08-05T13:02:57+00:00,practice,data_ml,high,Work model is explicitly fully Remote. [remote],board_fields,n/a,
skip,Databricks,PhD GenAI Research Scientist Intern,https://jobright.ai/jobs/info/6a50fe418d7d3e6cf1cbdea3,intern_list,internship_if_eligible,On Site,"San Francisco, CA",4 hours ago,2026-08-05T13:02:57+00:00,practice,cloud_swe,high,Board fields show an incompatible explicit gate: pursuing a PhD is required. [hard_gate],board_fields,n/a,
later,Drōv Technologies,Software Intern,https://jobright.ai/jobs/info/6a72ddeaadfe134034cca2cc,intern_list,internship_if_eligible,On Site,"Oklahoma City, OK",6 hours ago,2026-08-05T13:02:57+00:00,broad,cloud_swe,medium,"Software work is relevant, but no explicit 2027 internship term is stated. [intern_ok][fit_priority]",board_fields,n/a,
later,Expatiate Communications,Data Scientist Intern,https://jobright.ai/jobs/info/6a5fd5fc6e0c3c7c7d3d94b5,intern_list,internship_if_eligible,On Site,"Pasadena, CA",4 days ago,2026-08-05T13:02:57+00:00,core,data_ml,medium,"Data science is relevant, but no explicit 2027 term is stated. [intern_ok][fit_priority]",board_fields,n/a,
skip,FieldAI,"Robotics Research Intern, Robot Learning (Fall 2026) | PhD Part-time Internship",https://jobright.ai/jobs/info/6a72554bee751e0c793486e5,intern_list,internship_if_eligible,On Site,"Pittsburgh, PA",15 hours ago,2026-08-05T13:02:57+00:00,practice,data_ml,high,The title explicitly identifies a 2026 role cycle. [start_date_conflict][timing_expired] Board fields show an incompatible explicit gate: the title requires a PhD. [hard_gate],board_fields,n/a,
skip,FieldAI,"Robotics Research Intern, Robot Learning (Fall 2026) | PhD Part-time Internship",https://jobright.ai/jobs/info/6a72544971acd469eeda7812,intern_list,internship_if_eligible,On Site,"Pittsburgh, PA",15 hours ago,2026-08-05T13:02:57+00:00,practice,data_ml,high,The title explicitly identifies a 2026 role cycle. [start_date_conflict][timing_expired] Board fields show an incompatible explicit gate: the title requires a PhD. [hard_gate],board_fields,n/a,
skip,Firefly Aerospace,Internship - Software Test - Fall 2026,https://jobright.ai/jobs/info/6a4d46a035e45603c4bb3380,intern_list,internship_if_eligible,On Site,"Cedar Park, TX",8 hours ago,2026-08-05T13:02:57+00:00,practice,cloud_swe,high,The title explicitly identifies a 2026 role cycle. [start_date_conflict][timing_expired],board_fields,n/a,
skip,Gemini,Software Engineering Intern (Fall 2026),https://jobright.ai/jobs/info/6a40816416b14939532835d3,intern_list,internship_if_eligible,Hybrid,"New York, NY",2 hours ago,2026-08-05T13:02:57+00:00,practice,cloud_swe,high,The title explicitly identifies a 2026 role cycle. [start_date_conflict][timing_expired],board_fields,n/a,
