decision,company,role,url,source,track,work_model,location,posted_relative,fetched_at,suggested_lane,suggested_cluster,confidence,reason,evidence_basis,grad_display_hint,user_confirm,apply_url,apply_url_confidence,apply_ats,apply_matched_title,apply_resolve_evidence
later,Brightree,Senior Software Quality Engineer,https://jobright.ai/jobs/info/6aa47a17f7baf881567cee06,jobright_matches,,,,,2026-09-11T22:12:56+00:00,practice,cloud_swe,low,fit_priority: Senior Software Quality Engineer is above new-grad and QA-heavy. Matches location/work_model blank — evidence incomplete.,board_fields,program_end,,,,,,
later,"CIRCOR International, Inc.",Defense Senior Test / Data Engineer,https://jobright.ai/jobs/info/6aa156513272060a8e3ef624,jobright_matches,,,,,2026-09-11T22:12:56+00:00,practice,data_ml,low,"fit_priority: Defense Senior Test / Data Engineer is senior/test-adjacent, not a 2027 intern or early-career keep. Matches blank — evidence incomplete.",board_fields,program_end,,,,,,
skip,Danfoss,Associate Product Manager Data Center,https://jobright.ai/jobs/info/6aa47cb68275e3a2117608b7,jobright_matches,,,,,2026-09-11T22:12:56+00:00,,,high,"non_target_role: manager/PM title, not SWE/data/ML IC.",board_fields,n/a,,,,,,
later,DoorDash,"Software Engineer - Developer Experience, Web",https://jobright.ai/jobs/info/6aa47c18422289703bd66c6a,jobright_matches,,,,,2026-09-11T22:12:56+00:00,broad,cloud_swe,low,"fit_priority: DoorDash SWE Developer Experience, Web — no new-grad/intern signal; generic web DX. Matches blank — evidence incomplete.",board_fields,program_end,,,,,,
later,EMC Insurance Companies,Intern- Data Science,https://jobright.ai/jobs/info/6aa479db1d92e2d05d114e47,jobright_matches,,,,,2026-09-11T22:12:56+00:00,broad,data_ml,low,intern_ok: EMC Insurance Data Science intern; term year not on card. Weak industry signal vs core 2027 intern keeps. Matches blank — evidence incomplete.,board_fields,program_end,,,,,,
later,Globant,Full Stack Developer - NY,https://jobright.ai/jobs/info/6aa47bebf3aa936e2cdb1682,jobright_matches,,,,,2026-09-11T22:12:56+00:00,broad,cloud_swe,low,fit_priority: Globant Full Stack Developer NY — no new-grad/intern signal. Matches blank — evidence incomplete.,board_fields,program_end,,,,,,
later,Jane Street,Programming Language Engineer,https://jobright.ai/jobs/info/6aa47c9df3aa936e2cdb1694,jobright_matches,,,,,2026-09-11T22:12:56+00:00,broad,cloud_swe,low,"fit_priority: Jane Street Programming Language Engineer is specialized mid/experienced, not a 2027 new-grad/intern keep. Matches blank — evidence incomplete.",board_fields,program_end,,,,,,
skip,Ohio BWC (official),Data Administration Manager 1,https://jobright.ai/jobs/info/6aa47a118275e3a211760821,jobright_matches,,,,,2026-09-11T22:12:56+00:00,,,high,"non_target_role: manager/PM title, not SWE/data/ML IC.",board_fields,n/a,,,,,,
later,OneImaging,Full Stack Associate Software Engineer (UF Only),https://jobright.ai/jobs/info/6aa4795a1d92e2d05d114e35,jobright_matches,,,,,2026-09-11T22:12:56+00:00,practice,cloud_swe,medium,traditional_student_coop: OneImaging Associate SWE restricted to UF. Not a hard skip; low priority.,board_fields,program_end,,,,,,
keep,Optiver,Graduate Software Engineer (2027 Start),https://jobright.ai/jobs/info/6aa47be4c1928370a285e1ea,jobright_matches,,,,,2026-09-11T22:12:56+00:00,core,cloud_swe,high,fit_priority + intern_ok: Optiver Graduate Software Engineer 2027 Start. Matches location/work_model blank — evidence incomplete. Already on ledger J20260720-001 under a different URL.,board_fields,program_end,,,none,,,
