decision,company,role,url,source,track,work_model,location,posted_relative,fetched_at,suggested_lane,suggested_cluster,confidence,reason,evidence_basis,grad_display_hint,user_confirm,apply_url,apply_url_confidence,apply_ats,apply_matched_title,apply_resolve_evidence
later,Anduril Industries,"Senior Software Engineer, Robotics Tracking And Fusion",https://jobright.ai/jobs/info/6a823b7419ce4e6e9d947bc7,jobright_matches,,,,,2026-09-07T13:03:43+00:00,broad,cloud_swe,low,"fit_priority: senior software engineer (robotics tracking/fusion) on a public Jobright homepage card (Matches session unavailable); too senior for new-grad. work_model/location blank — evidence incomplete, not assumed remote.",board_fields,program_end,,,,,,
later,Kajabi,Senior Software Engineer,https://jobright.ai/jobs/info/6a46e61d3dbab558e29a91f4,jobright_matches,,,,,2026-09-07T13:03:43+00:00,broad,cloud_swe,low,fit_priority: senior software engineer on a public homepage card; too senior for new-grad. work_model/location blank — evidence incomplete.,board_fields,program_end,,,,,,
skip,Novo Nordisk,"Human Resources Summer 2027 Internship (Euclid, Oh) Job Details | Lincoln Electric",https://jobright.ai/jobs/info/6a9eb1dd68f82b403673b2b6,jobright_matches,,,,,2026-09-07T13:03:43+00:00,,,high,"non_target_role: card title is a Human Resources Summer 2027 internship (garbled with Lincoln Electric), not SWE/data/ML.",board_fields,n/a,,,,,,
later,OpenAI,"Data Scientist, Codex",https://jobright.ai/jobs/info/6a51dfcd57513b72e0c69479,jobright_matches,,,,,2026-09-07T13:03:43+00:00,core,data_ml,low,"fit_priority: OpenAI Data Scientist, Codex on a public homepage card with no new-grad/intern signal and blank work_model/location — evidence incomplete, likely experienced. Prefer later over keep.",board_fields,program_end,,,,,,
later,Rivian and Volkswagen Group Technologies,Sr. Infotainment Integration Engineer,https://jobright.ai/jobs/info/6a57ba33e9b77f668bd6a62d,jobright_matches,,,,,2026-09-07T13:03:43+00:00,broad,cloud_swe,low,fit_priority: senior infotainment integration engineer on a public homepage card; too senior / off-cluster. work_model/location blank — evidence incomplete.,board_fields,program_end,,,,,,
skip,ST Engineering MRAS,Talent Pipeline Recuriter Job Details | STENA,https://jobright.ai/jobs/info/6a9eb4da352f093fc756c8aa,jobright_matches,,,,,2026-09-07T13:03:43+00:00,,,high,"non_target_role: talent pipeline recruiter, not SWE/data/ML.",board_fields,n/a,,,,,,
later,Silver Spark Apparel Limited ( SSAL ),Data Insights Analyst (Entry / Junior),https://jobright.ai/jobs/info/6a9eb1c9f6ea002358296554,jobright_matches,,,,,2026-09-07T13:03:43+00:00,practice,data_ml,low,fit_priority: entry/junior data insights analyst on a public homepage card (apparel); light analytics. work_model/location blank — evidence incomplete.,board_fields,program_end,,,,,,
skip,Simmons Bank,Senior Data & AI Tech Product Lead,https://jobright.ai/jobs/info/6a9e4c1527c94c3d5a1cc2a1,jobright_matches,,,,,2026-09-07T13:03:43+00:00,,,high,"non_target_role: senior data & AI tech product lead, not SWE/data/ML IC.",board_fields,n/a,,,,,,
later,Stealth Neurotechnology Company,Software Test Engineer,https://jobright.ai/jobs/info/6a7598d14817aa4307044cf3,jobright_matches,,,,,2026-09-07T13:03:43+00:00,practice,cloud_swe,low,"fit_priority: software test engineer on a public homepage card; adjacent QA, not a clear new-grad SWE/ML target. work_model/location blank — evidence incomplete.",board_fields,program_end,,,,,,
later,Westinghouse Electric Company,"Summer Intern - Application Development Job Details | Westinghouse Electric Company, LLC",https://jobright.ai/jobs/info/6a9eb3a7f6ea0023582965de,jobright_matches,,,,,2026-09-07T13:03:43+00:00,broad,cloud_swe,low,intern_ok: summer application-development intern on a public homepage card with no explicit 2027 term — do not infer a cycle. work_model/location blank — evidence incomplete.,board_fields,program_end,,,,,,
later,eClinical Solutions,Principal Software Engineer,https://jobright.ai/jobs/info/6a151d3b738a270c8bfa98ca,jobright_matches,,,,,2026-09-07T13:03:43+00:00,broad,cloud_swe,low,fit_priority: principal software engineer on a public homepage card; too senior. work_model/location blank — evidence incomplete.,board_fields,program_end,,,,,,
skip,American Express,"Campus Graduate Masters Summer Internship Program - 2027 AI Engineer, Enterprise Technology Services- Sunrise, FL",https://jobright.ai/jobs/info/6a837a573eeac101cfaa0329,intern_list,internship_if_eligible,Hybrid,"Phoenix, AZ; Sunrise, FL",12 hours ago,2026-09-07T13:05:02+00:00,,,high,hard_gate: board text requires graduate master's candidates with expected graduation between December 2027 and June 2028 — matches neither program end 2026-12-18 nor commencement March 2027.,board_fields,n/a,,,,,,
later,American Express,"Campus Undergraduate Summer Internship Program - 2027 Data Analytics, Enterprise Technology Services- Phoenix, AZ",https://jobright.ai/jobs/info/6a9659be4c22023a07938fc5,intern_list,internship_if_eligible,Hybrid,"Phoenix, AZ",11 hours ago,2026-09-07T13:05:02+00:00,practice,data_ml,medium,"fit_priority + traditional_student_coop: 2027 undergrad data-analytics intern (Phoenix hybrid). Light analytics / business-enablement framing, not SWE/ML IC. intern_ok on the 2027 term.",board_fields,program_end,,,,,,
later,BWXT,Data Science Summer Intern,https://jobright.ai/jobs/info/6a9e3aeba7ba386c5d671207,intern_list,internship_if_eligible,On Site,"Lynchburg, VA",8 hours ago,2026-09-07T13:05:02+00:00,core,data_ml,medium,"intern_ok: data science summer intern, Lynchburg on-site, strong DS/ML coursework fit, but no explicit 2027 term — do not infer a cycle.",board_fields,program_end,,,,,,
later,Berkeley Industrial Engineering & Operations Research,Data Scientist Intern at Asymptote Capital,https://jobright.ai/jobs/info/6a9c9eb22c964816f65e9bdc,intern_list,internship_if_eligible,On Site,"Oregon, United States",1 day ago,2026-09-07T13:05:02+00:00,broad,data_ml,low,"intern_ok + fit_priority: university-listed data-scientist intern at Asymptote Capital, Oregon on-site. Term year unclear.",board_fields,program_end,,,,,,
