decision,company,role,url,source,track,work_model,location,posted_relative,fetched_at,suggested_lane,suggested_cluster,confidence,reason,evidence_basis,grad_display_hint,user_confirm,apply_url,apply_url_confidence,apply_ats,apply_matched_title,apply_resolve_evidence
skip,AMD,2027 Undergrad Data Analyst Intern/Co-Op,https://jobright.ai/jobs/info/6a879559e8b6601d1290431d,jobright_matches,,,,,2026-08-30T22:04:27+00:00,practice,data_ml,high,hard_gate: title is 2027 Undergrad Data Analyst Intern/Co-Op; undergrad enrollment matches neither Dec 2026 master's completion nor March 2027 commencement.,board_fields,n/a,,,,,,
skip,AbbVie,2027 Business Technology Solutions Intern - Data & Software Engineering (Undergraduate),https://jobright.ai/jobs/info/6a8e3ec4e3efd719bf57ccd1,jobright_matches,,,,,2026-08-30T22:04:27+00:00,practice,cloud_swe,high,hard_gate: title is 2027 Business Technology Solutions Intern (Undergraduate); undergrad program window matches neither real date.,board_fields,n/a,,,,,,
later,Amazon,"Application Builder, Blink Subs + Ai",https://jobright.ai/jobs/info/6a8df69bcc0cf270685264fb,jobright_matches,,,,,2026-08-30T22:04:27+00:00,broad,cloud_swe,medium,fit_priority: Application Builder / Blink Subs + AI is adjacent but not clearly new-grad SWE; work_model blank so remote not assumed.,board_fields,n/a,,,,,,
skip,Amazon Web Services (AWS),"Software Development Engineer Intern, AWS Data Services - Fall 2026 (US)",https://jobright.ai/jobs/info/6a84a0a4e12474455273b741,jobright_matches,,,,,2026-08-30T22:04:27+00:00,practice,cloud_swe,high,start_date_conflict + timing_expired: title is AWS Data Services SDE Intern Fall 2026 — 2026 intern term is out of scope.,board_fields,n/a,,,,,,
later,Apple,"Frontend Engineer, EE&P - IS&T Early Career",https://jobright.ai/jobs/info/6a7a34e79ee17f276dbf1cc2,jobright_matches,,,,,2026-08-30T22:04:27+00:00,broad,cloud_swe,medium,fit_priority: early-career frontend (EE&P IS&T); generic front-end is lower priority than cloud_swe/ML. work_model blank.,board_fields,program_end,,,,,,
later,Ascot Group,Data Engineer,https://jobright.ai/jobs/info/6a5ae4fc686b4755d1e17486,jobright_matches,,,,,2026-08-30T22:04:27+00:00,broad,data_ml,medium,fit_priority: Data Engineer is on-cluster but Matches row has no work_model/location/level; evidence incomplete so later not keep.,board_fields,program_end,,,,,,
later,Barclays,SRE Virtual Desktop Operations Engineer - AVP,https://jobright.ai/jobs/info/6a93cf9da27a2d3c9848ea06,jobright_matches,,,,,2026-08-30T22:04:27+00:00,practice,cloud_swe,medium,"fit_priority: SRE Virtual Desktop Operations Engineer AVP is mid-level VDI ops, not target new-grad SWE/ML.",board_fields,n/a,,,,,,
later,Chase,2027 Data & AI Program - Full Time - Analyst - United States,https://jobright.ai/jobs/info/6a905df6d96ad228f1260c7f,jobright_matches,,,,,2026-08-30T22:04:27+00:00,core,data_ml,medium,"fit_priority + intern_ok: 2027 Data & AI FT Analyst is on-cycle, but Matches fields omit the Dec 2027–Aug 2028 window seen on the sibling JPM intern row; leave later until confirmed.",board_fields,either,,,,,,
keep,Figma,Software Engineer Intern (Winter 2027),https://jobright.ai/jobs/info/6a7a2528b17cba5690365a31,jobright_matches,,,,,2026-08-30T22:04:27+00:00,core,cloud_swe,medium,intern_ok + fit_priority: Software Engineer Intern Winter 2027 is a 2027 cycle (not 2026). work_model blank — do not assume remote. Return-to-school after Dec 2026 program end is uncertain.,board_fields,program_end,,https://boards.greenhouse.io/figma/jobs/6131089004?gh_jid=6131089004,exact,greenhouse,Software Engineer Intern (Winter 2027),title overlap 1.00 on known greenhouse 'figma'
later,Google,"Data Engineer, GTech Users And Products Engineering",https://jobright.ai/jobs/info/6a7608747b3417772ade6444,jobright_matches,,,,,2026-08-30T22:04:27+00:00,broad,data_ml,medium,fit_priority: Google Data Engineer is on-cluster but not labeled new-grad/entry; level unclear from Matches fields.,board_fields,program_end,,,,,,
skip,Hilton,2027 Corporate Summer Internship - Global Distribution,https://jobright.ai/jobs/info/6a82992d3eeac101cfa9b888,jobright_matches,,,,,2026-08-30T22:04:27+00:00,practice,data_ml,high,"non_target_role: 2027 Corporate Summer Internship — Global Distribution is hospitality/distribution, not SWE/data/ML/AI infra.",board_fields,n/a,,,,,,
later,Lyft,Software Engineer,https://jobright.ai/jobs/info/6a7348d4e55c73319eb16346,jobright_matches,,,,,2026-08-30T22:04:27+00:00,broad,cloud_swe,medium,fit_priority: Lyft Software Engineer with blank work_model and no new-grad signal; level unclear.,board_fields,program_end,,,,,,
later,MetLife,Junior Software Engineer,https://jobright.ai/jobs/info/6a9251dd8e5968545337953f,jobright_matches,,,,,2026-08-30T22:04:27+00:00,broad,cloud_swe,medium,fit_priority: Junior Software Engineer is adjacent entry SWE but Matches fields omit work_model/location; later until confirmed on-site/hybrid.,board_fields,program_end,,,,,,
keep,Notion,Software Engineer Intern (Summer 2027),https://jobright.ai/jobs/info/6a7f67b119ce4e6e9d9379a1,jobright_matches,,,,,2026-08-30T22:04:27+00:00,core,cloud_swe,high,intern_ok + fit_priority: Software Engineer Intern Summer 2027 is the preferred intern term. work_model blank — not assumed remote.,board_fields,either,,https://jobs.ashbyhq.com/notion/3fba1c39-c5cb-47d7-9ad2-1cec4d7e9d0c,exact,ashby,Software Engineer Intern (Summer 2027),title overlap 1.00 on known ashby 'notion'
later,The Home Depot,Associate Data Scientist - Decision Analytics,https://jobright.ai/jobs/info/6a85ee7a2f4f0014cae27074,jobright_matches,,,,,2026-08-30T22:04:27+00:00,core,data_ml,medium,fit_priority: Associate Data Scientist — Decision Analytics is on-cluster; Matches evidence incomplete (no work_model) so later not keep.,board_fields,program_end,,,,,,
later,The Walt Disney Company,"Software Engineering Intern, Spring 2027",https://jobright.ai/jobs/info/6a91e6f19864261ccd29f7f9,jobright_matches,,,,,2026-08-30T22:04:27+00:00,core,cloud_swe,medium,"intern_ok + traditional_student_coop: SWE Intern Spring 2027 is a 2027 cycle, but enrollment after Dec 2026 program end is uncertain; later not skip.",board_fields,either,,,,,,
later,AMD,2027 Masters Data Analyst Intern/co-op,https://jobright.ai/jobs/info/6a87954b4afae74a083492f8,intern_list,internship_if_eligible,Hybrid,"Austin, TX; Boxborough, MA; Fort Collins, CO; Longmont, CO; Fishkill, NY; Rochester, NY",18 hours ago,2026-08-30T22:04:40+00:00,broad,data_ml,medium,intern_ok + fit_priority: 2027 Masters Data Analyst co-op is on-cycle but light analytics vs core ML/SWE; enrolled-through-term language is uncertain after Dec 2026.,board_fields,either,,,,,,
later,AMD,2027 Masters Data Analyst Intern/co-op,https://jobright.ai/jobs/info/6a87955125fc4e7ae3dadd82,intern_list,internship_if_eligible,Hybrid,"Santa Clara, CA; San Jose, CA",21 hours ago,2026-08-30T22:04:40+00:00,broad,data_ml,medium,intern_ok + fit_priority: 2027 Masters Data Analyst co-op (Santa Clara/San Jose) — same light-analytics / enrollment-uncertainty as the Austin sibling.,board_fields,either,,,,,,
later,ASM Global,Security Intern,https://jobright.ai/jobs/info/6a5800543330ca6f993c29d1,intern_list,internship_if_eligible,On Site,"West Conshohocken, PA",11 hours ago,2026-08-30T22:04:40+00:00,practice,cloud_swe,medium,"fit_priority: Security Intern is adjacent cyber, not auto-skip; weak SWE/ML fit so later.",board_fields,n/a,,,,,,
skip,AbbVie,2027 Business Technology Solutions Intern - Data & Software Engineering (Undergraduate),https://jobright.ai/jobs/info/6a70d760cb96192a36845e00,intern_list,internship_if_eligible,On Site,"North Chicago, IL",18 hours ago,2026-08-30T22:04:40+00:00,practice,cloud_swe,high,hard_gate: undergraduate BTS intern with graduation window December 2027–June 2028 matches neither real date.,board_fields,n/a,,,,,,
skip,Amazon,"Software Development Engineer Intern, Annapurna Labs - 2027",https://jobright.ai/jobs/info/6a90b5b48ffa38557e6ce863,intern_list,internship_if_eligible,On Site,"Austin, TX; Seattle, WA; New York, NY; Cupertino, CA",18 hours ago,2026-08-30T22:04:40+00:00,core,cloud_swe,high,hard_gate: Annapurna Labs SDE Intern 2027 requires final graduation December 2027 or later — matches neither Dec 2026 completion nor March 2027 commencement.,board_fields,n/a,,,,,,
skip,American Express,"Campus Graduate Masters Summer Internship Program - 2027 AI Engineer, Enterprise Technology Services- Atlanta, GA",https://jobright.ai/jobs/info/6a839b3a1081a745e971064a,intern_list,internship_if_eligible,Hybrid,"Phoenix, AZ; Atlanta, GA",20 hours ago,2026-08-30T22:04:40+00:00,core,data_ml,high,hard_gate: Amex masters 2027 AI Engineer requires expected graduation December 2027–June 2028; neither real date fits.,board_fields,n/a,,,,,,
skip,American Express,"Campus Undergraduate Summer Internship Program - 2027 AI Engineer, Enterprise Technology Services- Sunrise, FL",https://jobright.ai/jobs/info/6a8390f9b5a0ac0e84a26d7f,intern_list,internship_if_eligible,Hybrid,"Phoenix, AZ; Sunrise, FL",20 hours ago,2026-08-30T22:04:40+00:00,practice,data_ml,high,hard_gate: Amex undergraduate 2027 AI Engineer with bachelor’s graduation December 2027–June 2028 matches neither real date.,board_fields,n/a,,,,,,
skip,American Express,"Campus Undergraduate Summer Internship Program - 2027 Data Analytics, Global Servicing- New York, NY",https://jobright.ai/jobs/info/6a8477e7e459fa3baa85e8c0,intern_list,internship_if_eligible,Hybrid,"New York, NY",19 hours ago,2026-08-30T22:04:40+00:00,practice,data_ml,high,hard_gate: Amex undergraduate 2027 Data Analytics with bachelor’s graduation December 2027–June 2028 matches neither real date.,board_fields,n/a,,,,,,
skip,American Express,"Campus Undergraduate Summer Internship Program - 2027 Strategy & Analytics, Credit & Fraud Risk - Phoenix, AZ",https://jobright.ai/jobs/info/6a702d63cd3bac13d3709be1,intern_list,internship_if_eligible,On Site,"Phoenix, AZ",21 hours ago,2026-08-30T22:04:40+00:00,practice,data_ml,high,hard_gate: Amex undergraduate 2027 Strategy & Analytics with bachelor’s graduation December 2027–June 2028 matches neither real date.,board_fields,n/a,,,,,,
later,Aviator,Software Engineering Intern,https://jobright.ai/jobs/info/6a93b156c12c90443efcc638,intern_list,internship_if_eligible,On Site,"San Francisco, CA",8 hours ago,2026-08-30T22:04:40+00:00,broad,cloud_swe,medium,intern_ok + fit_priority: Aviator SWE Intern is on-site SF but intern term/year is not on the board; later until cycle is confirmed 2027.,board_fields,either,,,,,,
skip,Berkeley Industrial Engineering & Operations Research,Summer Corporate Internship- Revenue Management (RMCC) at Hilton,https://jobright.ai/jobs/info/6a92bb6aa27a2d3c9848c094,intern_list,internship_if_eligible,On Site,"Dallas, TX; McLean, VA",1 day ago,2026-08-30T22:04:40+00:00,practice,data_ml,high,"non_target_role: Hilton Revenue Management corporate intern (sophomore/junior hospitality analytics), not SWE/data/ML/AI infra.",board_fields,n/a,,,,,,
later,BioSpace,2027 Business Technology Solutions Intern - Cybersecurity (Undergraduate),https://jobright.ai/jobs/info/6a93b46cd18f75674827e571,intern_list,internship_if_eligible,On Site,"North Chicago, IL",17 hours ago,2026-08-30T22:04:40+00:00,practice,cloud_swe,medium,"fit_priority + traditional_student_coop: BioSpace/AbbVie cybersecurity undergraduate intern is adjacent cyber, not core SWE/ML.",board_fields,n/a,,,,,,
