company,role,url,source,track,category,date_discovered,fetched_at,posted_relative,location,work_model,h1b_signal,is_new_grad_signal,list_url,notes
CAI,Mainframe Analyst,https://jobright.ai/jobs/info/6a5e530e27bf767ea68f60e7,jobright_matches,,,2026-08-06,2026-08-06T22:00:48+00:00,,,,,,,jobright_matches_scrape
CCHMC Biomedical Research Technologies Masters Program,Sr HR Operations Analyst - Hybrid Schedule (JR217828),https://jobright.ai/jobs/info/6a7502ad972ac843c6998801,jobright_matches,,,2026-08-06,2026-08-06T22:00:48+00:00,,,,,,,jobright_matches_scrape
Cisco,"Senior Software Engineer – Application Reliability , Hybrid",https://jobright.ai/jobs/info/6a74c8bfb17cba56903577fb,jobright_matches,,,2026-08-06,2026-08-06T22:00:48+00:00,,,,,,,jobright_matches_scrape
DRT Strategies,GIS Application Developer,https://jobright.ai/jobs/info/6a7502e67b3417772ade2e3d,jobright_matches,,,2026-08-06,2026-08-06T22:00:48+00:00,,,,,,,jobright_matches_scrape
Ford Pro,Staff Data Platform And Products Architect,https://jobright.ai/jobs/info/6a7502d97b3417772ade2e38,jobright_matches,,,2026-08-06,2026-08-06T22:00:48+00:00,,,,,,,jobright_matches_scrape
Lambda,Staff Software Engineer - Managed Kubernetes,https://jobright.ai/jobs/info/6a74b1e57b3417772ade0ffb,jobright_matches,,,2026-08-06,2026-08-06T22:00:48+00:00,,,,,,,jobright_matches_scrape
"MPR Associates, Inc.",Data Platform Engineer,https://jobright.ai/jobs/info/6a4fd7899469c0662034f1ef,jobright_matches,,,2026-08-06,2026-08-06T22:00:48+00:00,,,,,,,jobright_matches_scrape
Medidata Solutions,"SVP, Product",https://jobright.ai/jobs/info/6a7501d2972ac843c69987d2,jobright_matches,,,2026-08-06,2026-08-06T22:00:48+00:00,,,,,,,jobright_matches_scrape
Outpost,ML Data Engineer,https://jobright.ai/jobs/info/6a6d188a5c54bc4752cf1264,jobright_matches,,,2026-08-06,2026-08-06T22:00:48+00:00,,,,,,,jobright_matches_scrape
PSA BDP,Data Scientist,https://jobright.ai/jobs/info/6a74e97537da8525e8cdb509,jobright_matches,,,2026-08-06,2026-08-06T22:00:48+00:00,,,,,,,jobright_matches_scrape
Revenue Management Solutions,Machine Learning Engineer,https://jobright.ai/jobs/info/6a74e9887b3417772ade2525,jobright_matches,,,2026-08-06,2026-08-06T22:00:48+00:00,,,,,,,jobright_matches_scrape
Titan Technologies,Senior Back End Developer,https://jobright.ai/jobs/info/69d41bc354f00230c6d2e029,jobright_matches,,,2026-08-06,2026-08-06T22:00:48+00:00,,,,,,,jobright_matches_scrape
Waymo,"Staff Software Engineer, 3D & Data Visualization Tools",https://jobright.ai/jobs/info/6a3ca838122f340d29cee679,jobright_matches,,,2026-08-06,2026-08-06T22:00:48+00:00,,,,,,,jobright_matches_scrape
Yes Energy,Data Engineer II,https://jobright.ai/jobs/info/6a7501cdb17cba5690358d20,jobright_matches,,,2026-08-06,2026-08-06T22:00:48+00:00,,,,,,,jobright_matches_scrape
"AE2S (Advanced Engineering and Environmental Services, LLC)",Nexus Internship,https://jobright.ai/jobs/info/6a73614a6a034212ea0271e6,intern_list,internship_if_eligible,data_analysis,2026-08-06,2026-08-06T22:01:00+00:00,14 hours ago,"Grand Forks, ND",On Site,251-500,"1. Support data collection, organization, and interpretation to identify trends and insights. 2. Attend client meetings, capture detailed notes, and track follow‑up items. 3. Draft summaries, reports, and communication materials with clarity and accuracy. ...",https://jobright.ai/minisites-jobs/intern/us/data_analysis,minisite_scrape;category=data_analysis;cluster_hint=data_ml;posted=14 hours ago
AI Security Assurance,Internship: Cybersecurity & AI Engineering,https://jobright.ai/jobs/info/6a74d3727b3417772ade1bf4,intern_list,internship_if_eligible,swe,2026-08-06,2026-08-06T22:01:00+00:00,3 hours ago,United States,Remote,1-10,"1. Current enrollment in a Bachelor’s or Master’s program in Computer Science, Software Engineering, Data Science, Cybersecurity, or a related field. 2. Strong interest in cybersecurity, software development, or artificial intelligence and machine learning. 3. Ability to commit ~10–20 hours per week during the semester or 40 hours per week during the summer. ...",https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;category=swe;cluster_hint=cloud_swe;posted=3 hours ago
American Express,"Campus Undergraduate Summer Internship Program - 2027 Strategy & Analytics, Credit & Fraud Risk - Phoenix, AZ",https://jobright.ai/jobs/info/6a702d63cd3bac13d3709be1,intern_list,internship_if_eligible,data_analysis,2026-08-06,2026-08-06T22:01:00+00:00,20 hours ago,"Phoenix, AZ",On Site,10000+,1. Currently enrolled in full-time bachelor’s degree program 2. Bachelor’s degree candidates with an expected graduation date between December 2027 and June 2028 3. Employment eligibility to work with American Express in the United States is required as the company will not pursue visa sponsorship for these positions,https://jobright.ai/minisites-jobs/intern/us/data_analysis,minisite_scrape;category=data_analysis;cluster_hint=data_ml;posted=20 hours ago
Applied Intuition,"Research Intern - Robotic Hardware, Simulation and Data",https://jobright.ai/jobs/info/6a55b6a2fdf4fa71202b3da0,intern_list,internship_if_eligible,ml_ai,2026-08-06,2026-08-06T22:01:00+00:00,9 hours ago,"Sunnyvale, CA",On Site,1001-5000,"1. Strong research background and skills on relevant topics, and the ability to work both independently and collaboratively on projects 2. Current PhD (or MSc) studies in machine learning, computer vision and graphics, robotics 3. Passion for next-generation, scalable autonomy and robotics",https://jobright.ai/minisites-jobs/intern/us/ml_ai,minisite_scrape;category=ml_ai;cluster_hint=data_ml;posted=9 hours ago
Applied Intuition,"Research Intern - World-Action Foundation Model, Robotics",https://jobright.ai/jobs/info/6a5783f5e9b77f668bd68527,intern_list,internship_if_eligible,ml_ai,2026-08-06,2026-08-06T22:01:00+00:00,8 hours ago,"Sunnyvale, CA",On Site,1001-5000,"1. Strong research background and skills on relevant topics, and the ability to work both independently and collaboratively on projects 2. Current PhD (or MSc) studies in machine learning, computer vision and graphics, robotics 3. Passion for next-generation, scalable autonomy and robotics",https://jobright.ai/minisites-jobs/intern/us/ml_ai,minisite_scrape;category=ml_ai;cluster_hint=data_ml;posted=8 hours ago
"Baynovation, LLC",Data Scientist Intern,https://jobright.ai/jobs/info/6a72e0066ffeee418e5b78c5,intern_list,internship_if_eligible,data_science,2026-08-06,2026-08-06T22:01:00+00:00,1 day ago,"San Jose, CA",On Site,11-50,"1. Currently pursuing a B.A./B.S. Degree or higher in a quantitative discipline: statistics, applied mathematics, operations research, computer science, management of information systems, engineering, economics or equivalent and returning to the program after the completion of the internship 2. Good programming skills and knowledge of data science tools and libraries in Python or R, ability to write SQL queries to extract and analyze data. 3. Experience with data visualization tools (Tableau, BI dashboarding, R visualization packages, etc.). ...",https://jobright.ai/minisites-jobs/intern/us/data_science,minisite_scrape;category=data_science;cluster_hint=data_ml;posted=1 day ago
Bitdeer (NASDAQ: BTDR),Research Scientist-Model Efficiency (Intern),https://jobright.ai/jobs/info/6a7470ca7b3417772addfed7,intern_list,internship_if_eligible,ml_ai,2026-08-06,2026-08-06T22:01:00+00:00,10 hours ago,"Austin, TX",On Site,251-500,"1. Undergraduate, Master's, and PhD candidates in Computer Science, Electrical Engineering, Mathematics, or a related field are all considered on the same basis; able to commit 3–6 months, full-time preferred 2. Strong programming ability in Python and hands-on familiarity with PyTorch 3. Coursework, self-study, or research experience in model efficiency — quantization, sparsity and pruning, speculative decoding, or serving-time attention and KV-cache methods ...",https://jobright.ai/minisites-jobs/intern/us/ml_ai,minisite_scrape;category=ml_ai;cluster_hint=data_ml;posted=10 hours ago
ByteDance,Research Scientist Intern (ByteBrain) - 2027 Start (PhD),https://jobright.ai/jobs/info/6a7448d1b17cba5690355852,intern_list,internship_if_eligible,ml_ai,2026-08-06,2026-08-06T22:01:00+00:00,13 hours ago,"San Jose, CA",On Site,10000+,"1. Currently pursuing a PhD in Computer Science or related discipline. 2. Proven research track record with multiple publications in top-tier conferences or journals related to AI, machine learning, operations research, systems, or related fields. 3. Deep expertise in AI, machine learning, and/or operations research, with hands-on experience in large-scale data analysis and algorithm development. ...",https://jobright.ai/minisites-jobs/intern/us/ml_ai,minisite_scrape;category=ml_ai;cluster_hint=data_ml;posted=13 hours ago
ByteDance,Software Engineer Intern (Applied Machine Learning-Enterprise) - 2026 Start (PhD),https://jobright.ai/jobs/info/6a74659c20b26a6e93f471d1,intern_list,internship_if_eligible,ml_ai,2026-08-06,2026-08-06T22:01:00+00:00,11 hours ago,"San Jose, CA",On Site,10000+,"1. Currently pursuing a PhD in Computer Science or related technical field 2. Proficient in deep learning frameworks such as PyTorch or TensorFlow 3. Experience with software development in at least one of the following programming languages: C++, Python, Go ...",https://jobright.ai/minisites-jobs/intern/us/ml_ai,minisite_scrape;category=ml_ai;cluster_hint=data_ml;posted=11 hours ago
Canva,PhD Research Scientist Intern,https://jobright.ai/jobs/info/6a73e67532ebbc14ffb51537,intern_list,internship_if_eligible,ml_ai,2026-08-06,2026-08-06T22:01:00+00:00,14 hours ago,"San Francisco, CA",Hybrid,1001-5000,"1. You’re currently completing a PhD (ideally third year or later). 2. You have experience with human-AI interaction, conversational agents, or user-modeling research. 3. You can design, run, and interpret machine-learning experiments with strong scientific rigour. ...",https://jobright.ai/minisites-jobs/intern/us/ml_ai,minisite_scrape;category=ml_ai;cluster_hint=data_ml;posted=14 hours ago
Canva,PhD Research Scientist Intern,https://jobright.ai/jobs/info/6a742846972ac843c6994b29,intern_list,internship_if_eligible,ml_ai,2026-08-06,2026-08-06T22:01:00+00:00,14 hours ago,"San Francisco, CA",Hybrid,1001-5000,"1. You’re currently completing a PhD (ideally third year or later). 2. You have experience with human-AI interaction, conversational agents, or user-modeling research. 3. You can design, run, and interpret machine-learning experiments with strong scientific rigour. ...",https://jobright.ai/minisites-jobs/intern/us/ml_ai,minisite_scrape;category=ml_ai;cluster_hint=data_ml;posted=14 hours ago
