decision,company,role,url,source,track,work_model,location,posted_relative,fetched_at,suggested_lane,suggested_cluster,confidence,reason,evidence_basis,grad_display_hint,user_confirm
later,CAI,Mainframe Analyst,https://jobright.ai/jobs/info/6a5e530e27bf767ea68f60e7,jobright_matches,,,,,2026-08-06T22:00:48+00:00,broad,data_ml,medium,"fit_priority: relevant domain, but thin public-feed fields leave work model, location, level, and 2027 timing incomplete.",board_fields,either,
skip,CCHMC Biomedical Research Technologies Masters Program,Sr HR Operations Analyst - Hybrid Schedule (JR217828),https://jobright.ai/jobs/info/6a7502ad972ac843c6998801,jobright_matches,,,,,2026-08-06T22:00:48+00:00,practice,cloud_swe,high,"non_target_role: board title/fields show work outside the target SWE, data, ML, or AI-infrastructure scope.",board_fields,n/a,
later,Cisco,"Senior Software Engineer – Application Reliability , Hybrid",https://jobright.ai/jobs/info/6a74c8bfb17cba56903577fb,jobright_matches,,,,,2026-08-06T22:00:48+00:00,practice,cloud_swe,high,"fit_priority: relevant domain but title is senior/staff; work model, location, and 2027 timing evidence are also incomplete.",board_fields,either,
later,DRT Strategies,GIS Application Developer,https://jobright.ai/jobs/info/6a7502e67b3417772ade2e3d,jobright_matches,,,,,2026-08-06T22:00:48+00:00,broad,cloud_swe,medium,"fit_priority: relevant domain, but thin public-feed fields leave work model, location, level, and 2027 timing incomplete.",board_fields,either,
later,Ford Pro,Staff Data Platform And Products Architect,https://jobright.ai/jobs/info/6a7502d97b3417772ade2e38,jobright_matches,,,,,2026-08-06T22:00:48+00:00,practice,data_ml,high,"fit_priority: relevant domain but title is senior/staff; work model, location, and 2027 timing evidence are also incomplete.",board_fields,either,
later,Lambda,Staff Software Engineer - Managed Kubernetes,https://jobright.ai/jobs/info/6a74b1e57b3417772ade0ffb,jobright_matches,,,,,2026-08-06T22:00:48+00:00,practice,cloud_swe,high,"fit_priority: relevant domain but title is senior/staff; work model, location, and 2027 timing evidence are also incomplete.",board_fields,either,
later,"MPR Associates, Inc.",Data Platform Engineer,https://jobright.ai/jobs/info/6a4fd7899469c0662034f1ef,jobright_matches,,,,,2026-08-06T22:00:48+00:00,broad,data_ml,medium,"fit_priority: relevant domain, but thin public-feed fields leave work model, location, level, and 2027 timing incomplete.",board_fields,either,
skip,Medidata Solutions,"SVP, Product",https://jobright.ai/jobs/info/6a7501d2972ac843c69987d2,jobright_matches,,,,,2026-08-06T22:00:48+00:00,practice,data_ml,high,"non_target_role: board title/fields show work outside the target SWE, data, ML, or AI-infrastructure scope.",board_fields,n/a,
later,Outpost,ML Data Engineer,https://jobright.ai/jobs/info/6a6d188a5c54bc4752cf1264,jobright_matches,,,,,2026-08-06T22:00:48+00:00,broad,data_ml,medium,"fit_priority: relevant domain, but thin public-feed fields leave work model, location, level, and 2027 timing incomplete.",board_fields,either,
later,PSA BDP,Data Scientist,https://jobright.ai/jobs/info/6a74e97537da8525e8cdb509,jobright_matches,,,,,2026-08-06T22:00:48+00:00,broad,data_ml,medium,"fit_priority: relevant domain, but thin public-feed fields leave work model, location, level, and 2027 timing incomplete.",board_fields,either,
