decision,company,role,url,source,track,work_model,location,posted_relative,fetched_at,suggested_lane,suggested_cluster,confidence,reason,evidence_basis,grad_display_hint,user_confirm,apply_url,apply_url_confidence,apply_ats,apply_matched_title,apply_resolve_evidence
skip,Bracco,R&D Engineering Co-op (Fall 2026),https://jobright.ai/jobs/info/6a9a63441388387060593601,intern_list,internship_if_eligible,On Site,"Eden Prairie, MN",13 hours ago,2026-09-04T13:03:11+00:00,practice,health_ai,high,start_date_conflict + timing_expired: Fall 2026 R&D co-op is a 2026 job term.,board_fields,n/a,,,,,,
later,Cadence,Software Intern,https://jobright.ai/jobs/info/6a9a06bc551435518ebf2aa1,intern_list,internship_if_eligible,On Site,"San Jose, CA",8 hours ago,2026-09-04T13:03:11+00:00,core,data_ml,medium,intern_ok + fit_priority: strong ML/SWE intern (C++/Python/TF) but no explicit 2027 term on the board; verify cycle before ingest.,board_fields,either,,,,,,
later,Cadence,Software Intern,https://jobright.ai/jobs/info/6a257019dedf78312c7b0196,intern_list,internship_if_eligible,On Site,"San Jose, CA",8 hours ago,2026-09-04T13:03:11+00:00,core,cloud_swe,medium,intern_ok + fit_priority: strong SWE intern but no explicit 2027 term on the board; verify cycle before ingest.,board_fields,either,,,,,,
skip,Chase,2027 Data & AI Program - Summer Internship - Analyst - United States,https://jobright.ai/jobs/info/6a8c76bf25fc4e7ae3db8752,intern_list,internship_if_eligible,On Site,"Chicago, IL; New York metropolitan area, United States; Columbus, OH; Plano, TX; Palo Alto, CA",10 hours ago,2026-09-04T13:03:11+00:00,practice,data_ml,high,"hard_gate: board requires graduating between December 2027 and August 2028, which matches neither Dec 2026 program end nor March 2027 commencement.",board_fields,n/a,,,,,,
later,CloudFit Software,Future Intern (2027),https://jobright.ai/jobs/info/6a9a485afe45b8490f6034bd,intern_list,internship_if_eligible,On Site,"Lynchburg, VA",8 hours ago,2026-09-04T13:03:11+00:00,practice,cloud_swe,medium,intern_ok + fit_priority: 2027 Future Intern is on-cycle but framed for high-school/college/career-changer with no SWE/ML signal.,board_fields,program_end,,,,,,
later,Corning Incorporated,Data Analytics Intern - Summer 2027,https://jobright.ai/jobs/info/6a9a0870040e5c3d0759a643,intern_list,internship_if_eligible,On Site,"Painted Post, NY",13 hours ago,2026-09-04T13:03:11+00:00,broad,data_ml,medium,intern_ok + fit_priority: Summer 2027 Data Analytics intern mentions ML but is analytics-leaning; keep below core DS/SWE.,board_fields,program_end,,,,,,
later,Corteva Agriscience,R&D Internship – Computer & Data Science,https://jobright.ai/jobs/info/6a99ded4551435518ebf1c88,intern_list,internship_if_eligible,On Site,"Indianapolis, IN",15 hours ago,2026-09-04T13:03:11+00:00,core,data_ml,medium,intern_ok + fit_priority: CS/DS R&D intern is on-target but board has no explicit 2027 term; verify cycle.,board_fields,either,,,,,,
later,Crowe,AI Engineering Intern,https://jobright.ai/jobs/info/6a7e1a55e2030208f2767b68,intern_list,internship_if_eligible,On Site,"Chicago, IL",4 hours ago,2026-09-04T13:03:11+00:00,core,data_ml,medium,intern_ok + fit_priority: AI Engineering intern is on-target but board has no explicit 2027 term; verify cycle.,board_fields,either,,,,,,
skip,Crum & Forster,"Internship – Actuarial or Data Science or Product Services– Commercial Lines -Summer 2027 (Morristown, NJ or Remote)",https://jobright.ai/jobs/info/6a998c9e90a313642c650e2a,intern_list,internship_if_eligible,Remote,United States,20 hours ago,2026-09-04T13:03:11+00:00,practice,data_ml,high,remote: title and work_model are Remote (NJ or Remote / United States).,board_fields,n/a,,,,,,
skip,Crum & Forster,"Internship – Actuarial or Data Science or Product Services– Commercial Lines -Summer 2027 (Morristown, NJ or Remote)",https://jobright.ai/jobs/info/6a9979ab138838706058e0b7,intern_list,internship_if_eligible,Remote,United States,23 hours ago,2026-09-04T13:03:11+00:00,practice,data_ml,high,remote: title and work_model are Remote (NJ or Remote / United States).,board_fields,n/a,,,,,,
