decision,company,role,url,source,track,work_model,location,posted_relative,fetched_at,suggested_lane,suggested_cluster,confidence,reason,evidence_basis,grad_display_hint,user_confirm,apply_url,apply_url_confidence,apply_ats,apply_matched_title,apply_resolve_evidence
later,AMD,2027 Masters Data Analyst Intern/co-op,https://jobright.ai/jobs/info/6a87954b4afae74a083492f8,intern_list,internship_if_eligible,Hybrid,"Austin, TX; Boxborough, MA; Fort Collins, CO; Longmont, CO; Fishkill, NY; Rochester, NY",14 hours ago,2026-08-27T13:03:16+00:00,broad,data_ml,medium,intern_ok + fit_priority: 2027 masters data-analyst co-op is on-cycle but light analytics; enrollment through the intern term is uncertain after Dec 2026 program end.,board_fields,n/a,,,,,,
later,American Institutes for Research,Data Science Associate Intern,https://jobright.ai/jobs/info/6a8f33ac382b237ac80c4c8f,intern_list,internship_if_eligible,Hybrid,"Arlington, VA",14 hours ago,2026-08-27T13:03:16+00:00,core,data_ml,medium,"intern_ok + fit_priority: data-science intern is on-cluster, but board has no explicit 2027 term so timing needs verification.",board_fields,n/a,,,,,,
later,Analytical Mechanics Associates,Aeronautics Systems Engineering Intern,https://jobright.ai/jobs/info/6a8f6fae0bd89e205d246d47,intern_list,internship_if_eligible,Hybrid,"Hampton, VA",14 hours ago,2026-08-27T13:03:16+00:00,practice,cloud_swe,medium,"fit_priority: aeronautics systems intern is adjacent engineering, not core SWE/data/ML; term year not on board.",board_fields,n/a,,,,,,
later,Berkeley Industrial Engineering & Operations Research,"Business Intelligence Analyst - Intern at U.S. Venture, Inc",https://jobright.ai/jobs/info/6a8f6fb77c32860d14cf5d8a,intern_list,internship_if_eligible,On Site,"Appleton, WI",14 hours ago,2026-08-27T13:03:16+00:00,practice,data_ml,medium,fit_priority + traditional_student_coop: BI intern with Tableau/Power BI is light analytics and bachelor's-student framed; term year not on board.,board_fields,n/a,,,,,,
later,Berkeley Industrial Engineering & Operations Research,"Data Science Intern at U.S. Venture, Inc",https://jobright.ai/jobs/info/6a8f78637c32860d14cf5f15,intern_list,internship_if_eligible,On Site,"Appleton, WI",13 hours ago,2026-08-27T13:03:16+00:00,core,data_ml,medium,"intern_ok + fit_priority: data-science intern is on-cluster, but board has no explicit 2027 term so timing needs verification.",board_fields,n/a,,,,,,
later,Black Box,AI Engineer Intern - USA,https://jobright.ai/jobs/info/6a52f0d58576ec69c014e091,intern_list,internship_if_eligible,On Site,"Plano, TX",5 hours ago,2026-08-27T13:03:16+00:00,core,data_ml,medium,"intern_ok + hard_gate: AI engineer intern requires 6 months remaining in a master's at join plus 2+ years between degrees; term year not on board so do not skip, but timing/experience is uncertain.",board_fields,n/a,,,,,,
later,Black Box,"AI Intern - Dallas, TX",https://jobright.ai/jobs/info/6a5b4689686b4755d1e191b0,intern_list,internship_if_eligible,On Site,"Plano, TX",5 hours ago,2026-08-27T13:03:16+00:00,core,data_ml,medium,"intern_ok + hard_gate: AI intern requires 6 months remaining in a master's at join plus 2+ years between degrees; term year not on board so do not skip, but timing/experience is uncertain.",board_fields,n/a,,,,,,
skip,Bobcat Company,Application Developer Co Op (Jan-Aug 2027) Job Details | Doosan Corp,https://jobright.ai/jobs/info/6a8ffc312e254e06fb9eedb2,intern_list,internship_if_eligible,On Site,"West Fargo, ND; Bismarck, ND; Statesville, NC",4 hours ago,2026-08-27T13:03:16+00:00,practice,cloud_swe,high,"hard_gate + traditional_student_coop: Jan–Aug 2027 co-op requires Jr/Sr standing in a bachelor's MIS/CS program, which matches neither Dec 2026 master's completion nor March 2027 commencement.",board_fields,n/a,,,,,,
skip,ByteDance,Research Intern (AI Infra Compute) - 2027 Start (PhD),https://jobright.ai/jobs/info/6a8fa3cfd96ad228f125e48d,intern_list,internship_if_eligible,On Site,"San Jose, CA",10 hours ago,2026-08-27T13:03:16+00:00,core,cloud_swe,high,hard_gate: title and board text require currently pursuing a PhD in a technical discipline.,board_fields,n/a,,,,,,
skip,ByteDance,Student Researcher (AI Foundation Models Infrastructure - Seed Infra) - 2026 Start (PhD),https://jobright.ai/jobs/info/6a8fa3d0d96ad228f125e48e,intern_list,internship_if_eligible,On Site,"Seattle, WA",10 hours ago,2026-08-27T13:03:16+00:00,core,cloud_swe,high,start_date_conflict + timing_expired + hard_gate: title is 2026 Start and board requires a current PhD.,board_fields,n/a,,,,,,
skip,Canva,PhD Research Scientist Intern,https://jobright.ai/jobs/info/6a73e67532ebbc14ffb51537,intern_list,internship_if_eligible,Hybrid,"San Francisco, CA",3 hours ago,2026-08-27T13:03:16+00:00,core,data_ml,high,hard_gate: title and board text require currently completing a PhD (ideally third year or later).,board_fields,n/a,,,,,,
skip,Canva,PhD Research Scientist Intern,https://jobright.ai/jobs/info/6a742846972ac843c6994b29,intern_list,internship_if_eligible,Hybrid,"San Francisco, CA",3 hours ago,2026-08-27T13:03:16+00:00,core,data_ml,high,hard_gate: title and board text require currently completing a PhD (ideally third year or later).,board_fields,n/a,,,,,,
later,Center for AI Safety,Research Engineer Intern,https://jobright.ai/jobs/info/6a680f9f2bf1fb2b719283ca,intern_list,internship_if_eligible,On Site,"San Francisco, CA",16 hours ago,2026-08-27T13:03:16+00:00,core,data_ml,medium,intern_ok + fit_priority: research-engineer intern is on-cluster but board has no explicit 2027 term and asks for a top-venue ML publication.,board_fields,n/a,,,,,,
skip,Chase,2027 Data & AI Program - Summer Internship - Analyst - United States,https://jobright.ai/jobs/info/6a8c76bf25fc4e7ae3db8752,intern_list,internship_if_eligible,On Site,"Chicago, IL; New York metropolitan area, United States; Columbus, OH; Plano, TX; Palo Alto, CA",2 days ago,2026-08-27T13:03:16+00:00,core,data_ml,high,"hard_gate: board requires graduating between December 2027 and August 2028, which matches neither Dec 2026 program end nor March 2027 commencement.",board_fields,n/a,,,,,,
skip,Chmura Economics & Analytics,Economics Intern,https://jobright.ai/jobs/info/6a8f40ee3ac3a34f92d80557,intern_list,internship_if_eligible,Hybrid,"Richmond, VA",14 hours ago,2026-08-27T13:03:16+00:00,practice,data_ml,high,non_target_role + traditional_student_coop: economics intern for bachelor's juniors/seniors is outside SWE/data/ML targets.,board_fields,n/a,,,,,,
later,Citadel Securities,Software Engineer – Intern (US),https://jobright.ai/jobs/info/6a8f436f3ac3a34f92d805e1,intern_list,internship_if_eligible,On Site,"New York, NY; Miami, FL",7 hours ago,2026-08-27T13:03:16+00:00,core,cloud_swe,medium,"intern_ok + fit_priority: strong SWE intern, but board has no explicit 2027 term so timing needs verification.",board_fields,n/a,,,,,,
skip,Cloudflare,"Software Engineer Intern (Fall 2026) - Austin, TX",https://jobright.ai/jobs/info/6a57133f21f64463ad357d06,intern_list,internship_if_eligible,Hybrid,"Austin, TX",2 hours ago,2026-08-27T13:03:16+00:00,core,cloud_swe,high,start_date_conflict + timing_expired: title is Software Engineer Intern (Fall 2026).,board_fields,n/a,,,,,,
skip,Conduent,Applied AI Engineer Intern,https://jobright.ai/jobs/info/6a8f8bb60bd89e205d24718d,intern_list,internship_if_eligible,Remote,United States,6 hours ago,2026-08-27T13:03:16+00:00,core,data_ml,high,remote: work_model is Remote (fully remote / remote-only).,board_fields,n/a,,,,,,
