decision,company,role,url,source,track,work_model,location,posted_relative,fetched_at,suggested_lane,suggested_cluster,confidence,reason,evidence_basis,grad_display_hint,user_confirm,apply_url,apply_url_confidence,apply_ats,apply_matched_title,apply_resolve_evidence
later,Anthropic,"Staff+ Software Engineer, Backend",https://jobright.ai/jobs/info/6a580f1a8f51964c04046b4a,jobright_matches,,,,,2026-09-06T13:03:28+00:00,broad,cloud_swe,low,"fit_priority: Staff+ backend SWE on a public Jobright homepage card (Matches session unavailable); too senior for new-grad. work_model/location blank — evidence incomplete, not assumed remote.",board_fields,program_end,,,,,,
skip,Chobani,"Manager, Platform Growth/Product Marketing Job Details | Chobani",https://jobright.ai/jobs/info/6a9d622575edfa11b470f61d,jobright_matches,,,,,2026-09-06T13:03:28+00:00,,,high,"non_target_role: manager / product-marketing role, not SWE/ML.",board_fields,n/a,,,,,,
later,Finch AI,Web Developer,https://jobright.ai/jobs/info/6a6b13a557120971bf3a48e1,jobright_matches,,,,,2026-09-06T13:03:28+00:00,practice,cloud_swe,low,fit_priority: generic web developer on a public homepage card. work_model/location blank — evidence incomplete.,board_fields,program_end,,,,,,
later,Grindr,Senior Staff Data Scientist,https://jobright.ai/jobs/info/6a75b9ee4817aa430704513b,jobright_matches,,,,,2026-09-06T13:03:28+00:00,broad,data_ml,low,fit_priority: Senior Staff data scientist — too senior for new-grad. work_model/location blank — evidence incomplete.,board_fields,program_end,,,,,,
skip,Roblox,"Senior Product Manager, Inference Platform",https://jobright.ai/jobs/info/6a51af29bf63b66c7997ae8e,jobright_matches,,,,,2026-09-06T13:03:28+00:00,,,high,"non_target_role: Senior Product Manager, not SWE/ML IC.",board_fields,n/a,,,,,,
later,"Spatial Front, Inc",SRE Engineer,https://jobright.ai/jobs/info/69bb3c2306c1ba00c54db955,jobright_matches,,,,,2026-09-06T13:03:28+00:00,broad,cloud_swe,low,fit_priority: SRE engineer on a public homepage card; adjacent cloud_swe. work_model/location blank — evidence incomplete.,board_fields,program_end,,,,,,
later,Starr,Technical Delivery Lead - Full Stack Engineering,https://jobright.ai/jobs/info/6a50e8ba0524e919f4a9ac34,jobright_matches,,,,,2026-09-06T13:03:28+00:00,broad,cloud_swe,low,"fit_priority: Technical Delivery Lead, not a new-grad IC. work_model/location blank — evidence incomplete.",board_fields,program_end,,,,,,
later,Workday,Site Reliability Engineer (US Federal),https://jobright.ai/jobs/info/6a656acb8d53603449608273,jobright_matches,,,,,2026-09-06T13:03:28+00:00,broad,cloud_swe,low,"fit_priority: Workday SRE (US Federal); possible clearance unclear, not an explicit hard_gate. work_model/location blank — evidence incomplete.",board_fields,program_end,,,,,,
later,ŌURA,Senior Data Architect,https://jobright.ai/jobs/info/6a3e6a994d047136e093616c,jobright_matches,,,,,2026-09-06T13:03:28+00:00,broad,data_ml,low,fit_priority: Senior Data Architect — too senior for new-grad. work_model/location blank — evidence incomplete.,board_fields,program_end,,,,,,
later,Akoncagua AI,AI/ ML Engineer Intern,https://jobright.ai/jobs/info/6a9c2c2468f82b4036735e76,intern_list,internship_if_eligible,On Site,"Lakeland, FL",22 hours ago,2026-09-06T13:03:45+00:00,practice,data_ml,medium,"intern_ok + fit_priority: AI/ML intern, Lakeland on-site, but unknown shop and no 2027 cycle on the card — later.",board_fields,program_end,,,,,,
later,AlixPartners,Data Scientist Summer Internship,https://jobright.ai/jobs/info/6a4befba4eb370649b27b995,intern_list,internship_if_eligible,Hybrid,"New York, NY",15 hours ago,2026-09-06T13:03:45+00:00,core,data_ml,medium,intern_ok + fit_priority: hybrid NYC data-scientist summer internship. No explicit 2027 term on the card — do not infer a cycle.,board_fields,program_end,,,,,,
later,Berkeley Industrial Engineering & Operations Research,AI Research Intern at Asymptote Capital,https://jobright.ai/jobs/info/6a9d476e68f82b40367378a7,intern_list,internship_if_eligible,Hybrid,"Indianapolis, IN; Sydney, NSW",2 hours ago,2026-09-06T13:03:45+00:00,broad,data_ml,low,intern_ok + fit_priority: university-listed AI research intern at Asymptote Capital. Indianapolis US site present so not non_us_location; Sydney also listed. Term year unclear.,board_fields,program_end,,,,,,
later,Berkeley Industrial Engineering & Operations Research,Data Scientist Intern at Asymptote Capital,https://jobright.ai/jobs/info/6a9c9eb22c964816f65e9bdc,intern_list,internship_if_eligible,On Site,"Oregon, United States",14 hours ago,2026-09-06T13:03:45+00:00,broad,data_ml,low,"intern_ok + fit_priority: university-listed data-scientist intern at Asymptote Capital, Oregon on-site. Term year unclear.",board_fields,program_end,,,,,,
skip,BlackRock,"Veterans Transition Program- Associate, Access & Identity Management Engineer",https://jobright.ai/jobs/info/6a9b4abf1388387060597acd,intern_list,internship_if_eligible,Hybrid,"Wilmington, DE",6 hours ago,2026-09-06T13:03:45+00:00,,,high,"non_target_role: BlackRock Veterans Transition Program associate, not a student SWE/ML internship.",board_fields,n/a,,,,,,
later,Chase,2027 Data & AI Program - Summer Internship - Analyst - United States,https://jobright.ai/jobs/info/6a8c76bf25fc4e7ae3db8752,intern_list,internship_if_eligible,On Site,"Chicago, IL; New York metropolitan area, United States; Columbus, OH; Plano, TX; Palo Alto, CA",1 day ago,2026-09-06T13:03:45+00:00,practice,data_ml,medium,"fit_priority + intern_ok: 2027 data/AI program titled analyst, not SWE/ML engineer.",board_fields,program_end,,,,,,
skip,Citadel,Machine Learning Researcher – PhD Intern (US),https://jobright.ai/jobs/info/6a9ccc35a7ba386c5d66f19b,intern_list,internship_if_eligible,On Site,"New York, NY; Miami, FL; Houston, TX; Greenwich, CT",10 hours ago,2026-09-06T13:03:45+00:00,,,high,hard_gate: title is PhD Intern (Machine Learning Researcher).,board_fields,n/a,,,,,,
keep,Citadel,Sector Data Scientist – 2027 Intern (US),https://jobright.ai/jobs/info/6a7a308fbb6ca93ae561a556,intern_list,internship_if_eligible,On Site,"New York, NY",1 day ago,2026-09-06T13:03:45+00:00,core,data_ml,high,intern_ok + fit_priority: 2027 sector data-scientist intern.,board_fields,program_end,,,none,,,
later,DRW,Platform Engineer Intern,https://jobright.ai/jobs/info/6a6b74f032f9300c3a3deee1,intern_list,internship_if_eligible,On Site,"Chicago, IL",6 hours ago,2026-09-06T13:03:45+00:00,core,cloud_swe,medium,"intern_ok + fit_priority: DRW platform engineer intern, Chicago on-site. Strong infra fit but no explicit 2027 term — do not infer a cycle.",board_fields,program_end,,,,,,
later,Greystar,Data Engineering Intern,https://jobright.ai/jobs/info/6a9d08b5a7ba386c5d66f667,intern_list,internship_if_eligible,On Site,"Charleston, SC; Charlotte, NC; Michigan, United States",6 hours ago,2026-09-06T13:03:45+00:00,practice,data_ml,medium,"intern_ok + fit_priority: Greystar data-engineering intern, US on-site. Weaker SWE/ML fit; term year unclear.",board_fields,program_end,,,,,,
later,JPMorganChase,2027 Data & AI Program - Summer Internship - Analyst - United States,https://jobright.ai/jobs/info/6a8c7134581f2d7bfdfe391c,intern_list,internship_if_eligible,On Site,"Chicago, IL; New York Metro, United States; Columbus, OH; Delaware Metro, United States; Plano, TX; Palo Alto, CA",3 hours ago,2026-09-06T13:03:45+00:00,practice,data_ml,medium,"fit_priority + intern_ok: 2027 data/AI program titled analyst, not SWE/ML engineer (same family as the Chase card).",board_fields,program_end,,,,,,
later,Jump Trading,Campus AI Research Engineer - Deep Learning (Intern),https://jobright.ai/jobs/info/6a57469bf7517b519ad59b5d,intern_list,internship_if_eligible,On Site,"Chicago, IL; New York, NY",6 hours ago,2026-09-06T13:03:45+00:00,core,data_ml,medium,"intern_ok + fit_priority: Jump Trading campus AI research engineer intern (deep learning), Chicago/NY on-site. Strong fit but no explicit 2027 term — do not infer a cycle.",board_fields,program_end,,,,,,
later,Keurig Dr Pepper Inc.,Summer 2027 Intern - Data Analytics,https://jobright.ai/jobs/info/6a97108ee4e60e4b8da5bd8f,intern_list,internship_if_eligible,On Site,"Rogers, AR",17 hours ago,2026-09-06T13:03:45+00:00,practice,data_ml,medium,intern_ok + fit_priority: Summer 2027 data-analytics intern (light analytics → later).,board_fields,program_end,,,,,,
skip,Mayo Clinic,Data Science Intern - Garg Lab AI Program,https://jobright.ai/jobs/info/6a9b071913883870605963f9,intern_list,internship_if_eligible,Remote,United States,1 day ago,2026-09-06T13:03:45+00:00,,,high,remote: fully remote / remote-only on board work_model.,board_fields,n/a,,,,,,
skip,Mayo Clinic Healthcare London,Data Science Intern - Garg Lab AI Program,https://jobright.ai/jobs/info/6a9b0f239c24314c35f978b4,intern_list,internship_if_eligible,Remote,United States,1 day ago,2026-09-06T13:03:45+00:00,,,high,remote: fully remote / remote-only on board work_model.,board_fields,n/a,,,,,,
skip,Mayo Clinic Rochester,Data Science Intern - Garg Lab AI Program,https://jobright.ai/jobs/info/6a9b10bfd5ff1f3f1c39d77d,intern_list,internship_if_eligible,Remote,United States,1 day ago,2026-09-06T13:03:45+00:00,,,high,remote: fully remote / remote-only on board work_model.,board_fields,n/a,,,,,,
