decision,company,role,url,source,track,work_model,location,posted_relative,fetched_at,suggested_lane,suggested_cluster,confidence,reason,evidence_basis,grad_display_hint,user_confirm,apply_url,apply_url_confidence,apply_ats,apply_matched_title,apply_resolve_evidence
later,Astranis Space Technologies,Senior Software Engineer - Enterprise Systems,https://jobright.ai/jobs/info/6a3d6eee122f340d29cf0879,jobright_matches,,,,,2026-09-07T22:04:00+00:00,broad,cloud_swe,low,"fit_priority: senior software engineer (enterprise systems) on a public Jobright homepage card (Matches session unavailable); too senior for new-grad. work_model/location blank — evidence incomplete, not assumed remote.",board_fields,program_end,,,,,,
later,BAE Systems,Senior Level Full Stack Application Developer,https://jobright.ai/jobs/info/6a8ca6422f736c304f2a706c,jobright_matches,,,,,2026-09-07T22:04:00+00:00,broad,cloud_swe,low,fit_priority: senior-level full-stack application developer on a public homepage card; too senior for new-grad. work_model/location blank — evidence incomplete.,board_fields,program_end,,,,,,
skip,Mentor Technical Group,Human Resources Associate (Temporary Position) - Entry Level,https://jobright.ai/jobs/info/6a6b24c757120971bf3a514e,jobright_matches,,,,,2026-09-07T22:04:00+00:00,,,high,"non_target_role: Human Resources Associate (temporary entry-level), not SWE/data/ML.",board_fields,n/a,,,,,,
later,SpaceX,"Application Software Engineer, Internal Systems",https://jobright.ai/jobs/info/6a9f338268f82b403673c72a,jobright_matches,,,,,2026-09-07T22:04:00+00:00,broad,cloud_swe,low,"fit_priority: SpaceX application software engineer, internal systems, on a public homepage card with no new-grad/intern signal and blank work_model/location — evidence incomplete. Prefer later over keep.",board_fields,program_end,,,,,,
later,"Steampunk, Inc.",Senior Software Engineer,https://jobright.ai/jobs/info/6a7b09c4bc05d77f2bddc5d8,jobright_matches,,,,,2026-09-07T22:04:00+00:00,broad,cloud_swe,low,fit_priority: senior software engineer on a public homepage card; too senior for new-grad. work_model/location blank — evidence incomplete.,board_fields,program_end,,,,,,
later,Varda Space Industries,Space Mission Software Engineer II,https://jobright.ai/jobs/info/6a9f26b368f82b403673c571,jobright_matches,,,,,2026-09-07T22:04:00+00:00,broad,cloud_swe,low,fit_priority: Space Mission Software Engineer II on a public homepage card; level II / no new-grad signal. work_model/location blank — evidence incomplete.,board_fields,program_end,,,,,,
later,Wayve,"Full-Stack Software Engineer, Model Development Platform",https://jobright.ai/jobs/info/6a8cb0e02f736c304f2a75e5,jobright_matches,,,,,2026-09-07T22:04:00+00:00,core,cloud_swe,low,"fit_priority: Wayve full-stack SWE on the model-development platform, public homepage card with no new-grad/intern signal and blank work_model/location — evidence incomplete. Prefer later over keep.",board_fields,program_end,,,,,,
later,West Monroe,Software Engineer- Tech Ex AI Assets Foundry Team,https://jobright.ai/jobs/info/6a4f01909469c0662034d2a3,jobright_matches,,,,,2026-09-07T22:04:00+00:00,broad,data_ml,low,"fit_priority: West Monroe software engineer on a Tech Ex AI Assets Foundry team; public homepage card, no new-grad/intern signal, blank work_model/location — evidence incomplete.",board_fields,program_end,,,,,,
skip,Allied HOA Partners,"Internship: Software Engineer/ Data Science (Fall 2026, La Jolla/ San Diego Area)",https://jobright.ai/jobs/info/6a9f195968f82b403673c33c,intern_list,internship_if_eligible,On Site,"San Diego, CA",1 hour ago,2026-09-07T22:05:01+00:00,,,high,start_date_conflict + timing_expired: title is Fall 2026 software engineer / data science internship (La Jolla / San Diego on-site). 2026 intern term is out of scope.,board_fields,n/a,,,,,,
skip,American Express,"Campus Graduate Masters Summer Internship Program - 2027 Software Engineer, Enterprise Technology Services- Charlotte, NC",https://jobright.ai/jobs/info/6a82a01bb5a0ac0e84a21aca,intern_list,internship_if_eligible,Hybrid,"Charlotte, NC",4 hours ago,2026-09-07T22:05:01+00:00,,,high,hard_gate: American Express Campus Graduate Masters Summer Internship Program 2027 Software Engineer (Charlotte hybrid). JD requires currently enrolled full-time master's candidates with expected graduation December 2027–June 2028 — matches neither program end 2026-12-18 nor commencement March 2027. Same gate as this morning's Amex Masters AI Engineer card.,board_plus_url_skim,n/a,,,,,,
skip,American Express,"Campus Graduate Masters Summer Internship Program - 2027 Software Engineer, Enterprise Technology Services- New York, NY",https://jobright.ai/jobs/info/6a82a01b379c304e892f30bb,intern_list,internship_if_eligible,Hybrid,"New York, NY",4 hours ago,2026-09-07T22:05:01+00:00,,,high,hard_gate: American Express Campus Graduate Masters Summer Internship Program 2027 Software Engineer (New York hybrid). JD requires expected graduation December 2027–June 2028 — matches neither program end 2026-12-18 nor commencement March 2027.,board_plus_url_skim,n/a,,,,,,
skip,Azul,Marketing AI Intern,https://jobright.ai/jobs/info/6a82b5003eeac101cfa9bcb2,intern_list,internship_if_eligible,Remote,United States,10 hours ago,2026-09-07T22:05:01+00:00,,,high,"remote: Marketing AI Intern listed Remote / United States. remote_ok is false. Also marketing-framed, not a SWE/ML IC target.",board_fields,n/a,,,,,,
later,BWXT,Data Science Summer Intern,https://jobright.ai/jobs/info/6a9e3aeba7ba386c5d671207,intern_list,internship_if_eligible,On Site,"Lynchburg, VA",17 hours ago,2026-09-07T22:05:01+00:00,core,data_ml,medium,"intern_ok: data science summer intern, Lynchburg on-site, strong DS/ML coursework fit, but no explicit 2027 term — do not infer a cycle.",board_fields,program_end,,,,,,
later,Black Box,AI Engineer Intern - USA,https://jobright.ai/jobs/info/6a52f0d58576ec69c014e091,intern_list,internship_if_eligible,On Site,"Plano, TX",8 hours ago,2026-09-07T22:05:01+00:00,broad,data_ml,medium,"intern_ok + fit_priority: Black Box AI Engineer Intern, Plano on-site. No explicit 2027 term on the card — do not infer a cycle. Prefer later over keep.",board_fields,program_end,,,,,,
later,Black Box,"AI Intern - Dallas, TX",https://jobright.ai/jobs/info/6a5b4689686b4755d1e191b0,intern_list,internship_if_eligible,On Site,"Plano, TX",8 hours ago,2026-09-07T22:05:01+00:00,broad,data_ml,medium,"intern_ok + fit_priority: Black Box AI Intern, Dallas / Plano on-site. No explicit 2027 term — do not infer a cycle.",board_fields,program_end,,,,,,
