decision,company,role,url,source,track,work_model,location,posted_relative,fetched_at,suggested_lane,suggested_cluster,confidence,reason,evidence_basis,grad_display_hint,user_confirm
later,AARP,Data Science and Advanced Analytics Intern,https://jobright.ai/jobs/info/6a310d0feace377055eb84d9,intern_list,internship_if_eligible,Hybrid,"Washington, DC",5 days ago,2026-08-02T13:01:01+00:00,broad,data_ml,medium,intern_ok + fit_priority: board fields show a related role but do not identify an eligible 2027 term; verify timing and return-to-school fit.,board_fields,n/a,
later,AARP,Data Science and Advanced Analytics Intern,https://jobright.ai/jobs/info/6a61f2afab14335fc0f1ac95,intern_list,internship_if_eligible,Hybrid,"Washington, DC",5 days ago,2026-08-02T13:01:01+00:00,broad,data_ml,medium,intern_ok + fit_priority: board fields show a related role but do not identify an eligible 2027 term; verify timing and return-to-school fit.,board_fields,n/a,
skip,AccessHealth,Remote Healthcare Data & AI Finance Strategy Intern,https://jobright.ai/jobs/info/6a6e8d71ad0fe2053db9e231,intern_list,internship_if_eligible,On Site,"Virginia Beach, VA",12 hours ago,2026-08-02T13:01:01+00:00,practice,cloud_swe,high,remote: Title explicitly says Remote despite conflicting On Site field; remote hard rule controls.,board_fields,n/a,
skip,Amazon,Robotics - Software Development Engineer Intern/Co-op - 2026,https://jobright.ai/jobs/info/692fae134c474121999e1b73,intern_list,internship_if_eligible,On Site,"Bellevue, WA",14 hours ago,2026-08-02T13:01:01+00:00,practice,cloud_swe,high,start_date_conflict + timing_expired: Title explicitly identifies a 2026 intern/co-op cycle.,board_fields,n/a,
skip,Amazon,Software Development Engineer Internship - Fall 2026 (US),https://jobright.ai/jobs/info/69fbef54c39b9a66c0c55443,intern_list,internship_if_eligible,On Site,"Seattle, WA",13 hours ago,2026-08-02T13:01:01+00:00,practice,cloud_swe,high,start_date_conflict + timing_expired: Title explicitly identifies Fall 2026 internship.,board_fields,n/a,
later,Base Power Company,Firmware Engineering Intern,https://jobright.ai/jobs/info/6a1637f7554b0e12c058a5cd,intern_list,internship_if_eligible,On Site,"Austin, TX",12 hours ago,2026-08-02T13:01:01+00:00,broad,cloud_swe,medium,intern_ok + fit_priority: board fields show a related role but do not identify an eligible 2027 term; verify timing and return-to-school fit.,board_fields,n/a,
later,Base Power Company,Firmware Engineering Intern,https://jobright.ai/jobs/info/6a50fcdaae4052672fe95c98,intern_list,internship_if_eligible,On Site,"Austin, TX",12 hours ago,2026-08-02T13:01:01+00:00,broad,cloud_swe,medium,intern_ok + fit_priority: board fields show a related role but do not identify an eligible 2027 term; verify timing and return-to-school fit.,board_fields,n/a,
skip,Beckman Coulter Life Sciences,Bioinformatics Applications Internship,https://jobright.ai/jobs/info/6a6cd5e857120971bf3ad79c,intern_list,internship_if_eligible,Remote,United States,1 day ago,2026-08-02T13:01:01+00:00,practice,health_ai,high,remote: Board work_model is Remote; remote hard rule.,board_fields,n/a,
skip,Blue Ventis,Quantitative Finance Internship,https://jobright.ai/jobs/info/6a6df234c56c0956e8ada684,intern_list,internship_if_eligible,Remote,United States,23 hours ago,2026-08-02T13:01:01+00:00,practice,data_ml,high,remote: Board work_model is Remote; remote hard rule.,board_fields,n/a,
later,Bluebono,Product & Data Science Intern,https://jobright.ai/jobs/info/6a6b91c1acb0a61f9dbc197b,intern_list,internship_if_eligible,On Site,"Los Angeles, CA; Pasadena, CA",2 days ago,2026-08-02T13:01:01+00:00,broad,data_ml,medium,intern_ok + fit_priority: board fields show a related role but do not identify an eligible 2027 term; verify timing and return-to-school fit.,board_fields,n/a,
