decision,company,role,url,source,track,work_model,location,posted_relative,fetched_at,suggested_lane,suggested_cluster,confidence,reason,evidence_basis,grad_display_hint,user_confirm,apply_url,apply_url_confidence,apply_ats,apply_matched_title,apply_resolve_evidence
later,Alter Domus,Data Architect Job Details | Alter Domus,https://jobright.ai/jobs/info/6a3181df0ff23769fdb1e5ce,jobright_matches,,,,,2026-08-16T22:01:25+00:00,broad,data_ml,medium,"fit_priority: data architecture is relevant, but seniority, work model, location, and 2027 start fit are absent from the Matches card.",board_fields,n/a,,,,,,
keep,Amazon Web Services (AWS),Software Dev Engineer,https://jobright.ai/jobs/info/6a79cfb1ab1385611f8fbb9c,jobright_matches,,,,,2026-08-16T22:01:25+00:00,core,cloud_swe,medium,fit_priority: AWS software engineering is a strong target; Matches work model/location and detailed requirements are incomplete.,board_fields,dual_date,,,none,,,
skip,Blue Cross Blue Shield Association,Product Strategy Lead (AI & Agentic Products),https://jobright.ai/jobs/info/6a5a693463a8f619507c6cc9,jobright_matches,,,,,2026-08-16T22:01:25+00:00,practice,data_ml,high,non_target_role: product-strategy leadership is outside target SWE/data/ML engineering roles.,board_fields,n/a,,,,,,
keep,Charles Schwab,Associate - Software Development & Engineering,https://jobright.ai/jobs/info/6a7f61d0ad9ff00c26baddb1,jobright_matches,,,,,2026-08-16T22:01:25+00:00,core,cloud_swe,medium,fit_priority: associate software development is a direct early-career target; Matches work model/location and start details are incomplete.,board_fields,dual_date,,,none,,,
later,Domino's,Lead Machine Learning Engineer,https://jobright.ai/jobs/info/6a8225e5b56bea5779c1d308,jobright_matches,,,,,2026-08-16T22:01:25+00:00,broad,data_ml,medium,"fit_priority: ML engineering is relevant, but the lead title indicates likely seniority mismatch and Matches evidence is thin.",board_fields,n/a,,,,,,
later,Gen II Fund Services,Senior Integration Engineer,https://jobright.ai/jobs/info/6a5f769433ef5c58b4ffe109,jobright_matches,,,,,2026-08-16T22:01:25+00:00,broad,cloud_swe,medium,"fit_priority: integration engineering is adjacent, but the senior title and missing Matches details lower priority.",board_fields,n/a,,,,,,
keep,Intuit,Software Engineer 1,https://jobright.ai/jobs/info/6a467c7c971cd25b06f8ee69,jobright_matches,,,,,2026-08-16T22:01:25+00:00,core,cloud_swe,high,fit_priority: level-one software engineering is a strong early-career target; Matches work model/location remain incomplete.,board_fields,dual_date,,,none,,,
later,Luxoft,Lead Site Reliability Engineer,https://jobright.ai/jobs/info/6a817c4f927c79391ad17916,jobright_matches,,,,,2026-08-16T22:01:25+00:00,broad,cloud_swe,medium,"fit_priority: SRE is relevant, but the lead title indicates likely seniority mismatch and Matches evidence is thin.",board_fields,n/a,,,,,,
keep,NuStudio.AI,Applied AI Engineers,https://jobright.ai/jobs/info/6a822b22b56bea5779c1d53f,jobright_matches,,,,,2026-08-16T22:01:25+00:00,core,data_ml,medium,fit_priority: applied AI engineering directly matches the target; Matches work model/location and seniority evidence are incomplete.,board_fields,dual_date,,,none,,,
skip,"Safe Haven Security Services, LLC.",Recruiter,https://jobright.ai/jobs/info/6a8225afb56bea5779c1d2ed,jobright_matches,,,,,2026-08-16T22:01:25+00:00,practice,cloud_swe,high,non_target_role: recruiter is clearly outside SWE/data/ML/AI targets.,board_fields,n/a,,,,,,
keep,Visa,SW Engineer,https://jobright.ai/jobs/info/6a73a5b81ce9647cdbca9854,jobright_matches,,,,,2026-08-16T22:01:25+00:00,core,cloud_swe,medium,fit_priority: software engineering is a direct target; Matches work model/location and requirements are incomplete.,board_fields,dual_date,,,none,,,
later,..,AI Intern- Recycling,https://jobright.ai/jobs/info/6a7fdba0927c79391ad0d889,intern_list,internship_if_eligible,On Site,"Irving, TX",1 day ago,2026-08-16T22:01:37+00:00,broad,data_ml,medium,"fit_priority: analytics fit is limited and the board fields do not identify a 2027 term, so timing is uncertain.",board_fields,n/a,,,,,,
