company,role,url,source,track,category,date_discovered,fetched_at,posted_relative,location,work_model,h1b_signal,is_new_grad_signal,list_url,notes
American Express,"Campus Undergraduate Summer Internship Program - 2027 Strategy & Analytics, Credit & Fraud Risk - New York, NY",https://jobright.ai/jobs/info/6a702d73cd3bac13d3709be2,intern_list,internship_if_eligible,data_analysis,2026-08-17,2026-08-17T13:03:11+00:00,16 hours ago,"New York, NY",On Site,10000+,1. Currently enrolled in full-time bachelor’s degree program 2. Bachelor’s degree candidates with an expected graduation date between December 2027 and June 2028 3. Knowledge of MS Office applications required ...,https://jobright.ai/minisites-jobs/intern/us/data_analysis,minisite_scrape;category=data_analysis;cluster_hint=data_ml;posted=16 hours ago
American Express,"Campus Undergraduate Summer Internship Program - 2027 Strategy & Analytics, Credit & Fraud Risk - Phoenix, AZ",https://jobright.ai/jobs/info/6a702d63cd3bac13d3709be1,intern_list,internship_if_eligible,data_analysis,2026-08-17,2026-08-17T13:03:11+00:00,1 day ago,"Phoenix, AZ",On Site,10000+,1. Currently enrolled in full-time bachelor’s degree program 2. Bachelor’s degree candidates with an expected graduation date between December 2027 and June 2028 3. Employment eligibility to work with American Express in the United States is required as the company will not pursue visa sponsorship for these positions,https://jobright.ai/minisites-jobs/intern/us/data_analysis,minisite_scrape;category=data_analysis;cluster_hint=data_ml;posted=1 day ago
Arevon,"Data Science Intern, Interconnection & Transmission",https://jobright.ai/jobs/info/6a7f8ec519ce4e6e9d939330,intern_list,internship_if_eligible,data_science,2026-08-17,2026-08-17T13:03:11+00:00,2 days ago,"Scottsdale, AZ",Hybrid,251-500,"1. • Currently pursuing a Bachelor's or Master's degree in Electrical Engineering, Computer Engineering, Computer Science, Data Science, Mathematics, Statistics, or a related technical discipline. 2. • Proficiency in Python, SQL, or other programming languages used for data analysis and automation. 3. • Strong analytical and problem-solving skills with the ability to interpret and organize complex datasets. ...",https://jobright.ai/minisites-jobs/intern/us/data_science,minisite_scrape;category=data_science;cluster_hint=data_ml;posted=2 days ago
Azul,Marketing AI Intern,https://jobright.ai/jobs/info/6a82bbb31081a745e970b453,intern_list,internship_if_eligible,swe,2026-08-17,2026-08-17T13:03:11+00:00,5 hours ago,United States,Remote,251-500,"1. Pursuing or recently completed a degree in computer science, engineering, data science, or a similarly technical field — or able to show equivalent self-taught technical ability 2. Hands-on curiosity with LLMs like Claude, GPT, or Gemini — you’ve pushed past casual chatbot use and actually tried to build something with them 3. Show us something you’ve built: a script, a bot, an automation, a class project, a weekend hack. It doesn’t need to be professional or polished — it needs to be yours, and you need to be able to walk us through it. ...",https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;category=swe;cluster_hint=cloud_swe;posted=5 hours ago
Azul,Marketing AI Intern,https://jobright.ai/jobs/info/6a82b5003eeac101cfa9bcb2,intern_list,internship_if_eligible,swe,2026-08-17,2026-08-17T13:03:11+00:00,5 hours ago,United States,Remote,251-500,"1. Pursuing or recently completed a degree in computer science, engineering, data science, or a similarly technical field — or able to show equivalent self-taught technical ability 2. Hands-on curiosity with LLMs like Claude, GPT, or Gemini — you’ve pushed past casual chatbot use and actually tried to build something with them 3. Show us something you’ve built: a script, a bot, an automation, a class project, a weekend hack. It doesn’t need to be professional or polished — it needs to be yours, and you need to be able to walk us through it. ...",https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;category=swe;cluster_hint=cloud_swe;posted=5 hours ago
Bombardier,Mechanical Engineer Intern,https://jobright.ai/jobs/info/6a63b09ce8d8d22e3292a168,intern_list,internship_if_eligible,data_analysis,2026-08-17,2026-08-17T13:03:11+00:00,1 day ago,"Wichita, KS",On Site,10000+,1. + College Sophomore,https://jobright.ai/minisites-jobs/intern/us/data_analysis,minisite_scrape;category=data_analysis;cluster_hint=data_ml;posted=1 day ago
ByteDance,Research Scientist Intern (Video Quality Analysis & Coding Strategy) - 2027 Start (PhD),https://jobright.ai/jobs/info/6a8193e8e51a1e18a241f535,intern_list,internship_if_eligible,ml_ai,2026-08-17,2026-08-17T13:03:11+00:00,1 day ago,"San Jose, CA",On Site,10000+,"1. - Currently pursuing a Ph.D. in Computer Science, Electrical Engineering, or a related quantitative field. 2. - Solid knowledge in one or more of the following areas: video enhancement, video compression, subjective/objective video quality assessment, video streaming, or related video algorithms. 3. - Strong programming skills in at least one of the following: C, C++, or Python. ...",https://jobright.ai/minisites-jobs/intern/us/ml_ai,minisite_scrape;category=ml_ai;cluster_hint=data_ml;posted=1 day ago
ByteDance,Site Reliability Engineer Intern (Data Infra) - 2027 Summer,https://jobright.ai/jobs/info/6a82c95e3eeac101cfa9c034,intern_list,internship_if_eligible,swe,2026-08-17,2026-08-17T13:03:11+00:00,1 hour ago,"San Jose, CA",On Site,10000+,"1. - Currently pursuing a Bachelor's degree in Computer Science or a related technical discipline. 2. - Experience programming in one of the following Languages: C, C++, Java, Python, Go, and Rust 3. - Knowledge of Unix/Linux system internals, networking, and distributed systems",https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;category=swe;cluster_hint=cloud_swe;posted=1 hour ago
ByteDance,Software Engineer Intern (Global Payment) - 2027 Summer,https://jobright.ai/jobs/info/6a82c962379c304e892f36a3,intern_list,internship_if_eligible,swe,2026-08-17,2026-08-17T13:03:11+00:00,1 hour ago,"San Jose, CA",On Site,10000+,"1. Currently pursuing a Undergraduate in Computer Science or a related technical discipline. 2. Proficiency in at least one general-purpose programming language, such as Go, Java, C++, Python, or a similar language. 3. Strong understanding of data structures, algorithms, operating systems, databases, computer networks, or distributed systems. ...",https://jobright.ai/minisites-jobs/intern/us/swe,minisite_scrape;category=swe;cluster_hint=cloud_swe;posted=1 hour ago
Copart,Software Engineering Intern,https://jobright.ai/jobs/info/6a7a4a43a26ccc369f83dad3,intern_list,internship_if_eligible,ml_ai,2026-08-17,2026-08-17T13:03:11+00:00,20 hours ago,"Dallas, TX",On Site,5001-10000,"1. Bachelor’s degree or higher (or currently pursuing) in Computer Science, Artificial Intelligence, Engineering, or a highly quantitative field. 2. Hands-on experience or academic projects working with LLM APIs (OpenAI, Anthropic, Ollama, Hugging Face). 3. Familiarity with RAG (Retrieval-Augmented Generation) architectures and prompt engineering. ...",https://jobright.ai/minisites-jobs/intern/us/ml_ai,minisite_scrape;category=ml_ai;cluster_hint=data_ml;posted=20 hours ago
