decision,company,role,url,source,track,work_model,location,posted_relative,fetched_at,suggested_lane,suggested_cluster,confidence,reason,evidence_basis,grad_display_hint,user_confirm,apply_url,apply_url_confidence,apply_ats,apply_matched_title,apply_resolve_evidence
skip,BNY,"2027 BNY Summer Internship Program - Engineering (Data Science) - Jersey City, NJ",https://jobright.ai/jobs/info/6a8c3f55cde3717f9e9bc033,intern_list,internship_if_eligible,Hybrid,"Jersey City, NJ",2 days ago,2026-08-26T13:02:29+00:00,practice,data_ml,high,"hard_gate: board requires graduating Dec 2027 or May 2028, which matches neither Dec 2026 program end nor March 2027 commencement. Sponsorship wording not used as skip.",board_fields,n/a,,,,,,
skip,BNY,"2027 BNY Summer Internship Program - Engineering (Data Science) - Lake Mary, FL",https://jobright.ai/jobs/info/6a8c3f5525fc4e7ae3db738f,intern_list,internship_if_eligible,Hybrid,"Lake Mary, FL",2 days ago,2026-08-26T13:02:29+00:00,practice,data_ml,high,hard_gate: exclusive Dec 2027 / May 2028 graduation window matches neither real date.,board_fields,n/a,,,,,,
skip,BNY,"2027 BNY Summer Internship Program - Engineering (Data Science) - New York, NY",https://jobright.ai/jobs/info/6a8c3f60cde3717f9e9bc03d,intern_list,internship_if_eligible,Hybrid,"New York, NY",2 days ago,2026-08-26T13:02:29+00:00,practice,data_ml,high,hard_gate: exclusive Dec 2027 / May 2028 graduation window matches neither real date.,board_fields,n/a,,,,,,
skip,BNY,"2027 BNY Summer Internship Program - Engineering (Data Science) - Pittsburgh, PA",https://jobright.ai/jobs/info/6a8c3f54581f2d7bfdfe28a7,intern_list,internship_if_eligible,Hybrid,"Pittsburgh, PA",2 days ago,2026-08-26T13:02:29+00:00,practice,data_ml,high,hard_gate: exclusive Dec 2027 / May 2028 graduation window matches neither real date.,board_fields,n/a,,,,,,
skip,Berkeley Industrial Engineering & Operations Research,2027 AI Initiatives PhD Internship at StepStone Group LP,https://jobright.ai/jobs/info/6a8e1e61581f2d7bfdfeb208,intern_list,internship_if_eligible,Hybrid,"San Diego, CA",14 hours ago,2026-08-26T13:02:29+00:00,practice,data_ml,high,hard_gate: PhD-only 2027 AI internship (StepStone).,board_fields,n/a,,,,,,
skip,Chase,2027 Data & AI Program - Summer Internship - Analyst - United States,https://jobright.ai/jobs/info/6a8c76bf25fc4e7ae3db8752,intern_list,internship_if_eligible,On Site,"Chicago, IL; New York metropolitan area, United States; Columbus, OH; Plano, TX; Palo Alto, CA",1 day ago,2026-08-26T13:02:29+00:00,practice,data_ml,high,hard_gate: graduating Dec 2027–Aug 2028 matches neither real date.,board_fields,n/a,,,,,,
skip,DRW,Software Developer Intern,https://jobright.ai/jobs/info/6a54f26cf2c46727285eecd3,intern_list,internship_if_eligible,On Site,"Chicago, IL",3 hours ago,2026-08-26T13:02:29+00:00,practice,cloud_swe,high,hard_gate: expected graduation Dec 2027–June 2028 matches neither real date.,board_fields,n/a,,,,,,
skip,DV Trading LLC,Software Engineer Intern - Summer 2027 (DV Commodities),https://jobright.ai/jobs/info/6a7a560c67a1ad0bc53d3024,intern_list,internship_if_eligible,On Site,"New York, NY",4 hours ago,2026-08-26T13:02:29+00:00,practice,cloud_swe,high,hard_gate: expected graduation Winter 2027–Summer 2028 matches neither Dec 2026 nor March 2027.,board_fields,n/a,,,,,,
skip,"Futurewei Technologies, Inc.","Research Intern, Generative AI & World Modeling",https://jobright.ai/jobs/info/6a8e1a81581f2d7bfdfeb106,intern_list,internship_if_eligible,On Site,"Bernards, NJ",9 hours ago,2026-08-26T13:02:29+00:00,practice,data_ml,high,hard_gate: PhD-candidate research intern.,board_fields,n/a,,,,,,
skip,Galaxy,Off-Cycle Fall 2026 Cybersecurity Internship,https://jobright.ai/jobs/info/6a8e5cb7ef981311b92fbf12,intern_list,internship_if_eligible,Remote,United States; United Kingdom,4 hours ago,2026-08-26T13:02:29+00:00,practice,cloud_swe,high,remote + start_date_conflict + timing_expired: fully remote Fall 2026 cybersecurity intern.,board_fields,n/a,,,,,,
