decision,company,role,url,source,track,work_model,location,posted_relative,fetched_at,suggested_lane,suggested_cluster,confidence,reason,evidence_basis,grad_display_hint,user_confirm,apply_url,apply_url_confidence,apply_ats,apply_matched_title,apply_resolve_evidence
skip,Accenture,Technology Recruiter - Advanced AI,https://jobright.ai/jobs/info/6aa69eb342411952ff9ac41b,jobright_matches,,,,,2026-09-13T13:03:46+00:00,,,high,"non_target_role: Technology Recruiter, not SWE/data/ML IC.",board_fields,n/a,,,,,,
later,Anduril Industries,"Senior Software Engineer, Air Defense",https://jobright.ai/jobs/info/6a1dcf9fb524ae49285a8b0c,jobright_matches,,,,,2026-09-13T13:03:46+00:00,practice,cloud_swe,medium,"fit_priority: Senior Software Engineer, Air Defense is above new-grad. Matches location/work_model blank — evidence incomplete; do not assume remote.",board_fields,program_end,,,,,,
later,Jane Street,Data Specialist,https://jobright.ai/jobs/info/6aa69d29654b2a9424cf7fab,jobright_matches,,,,,2026-09-13T13:03:46+00:00,practice,data_ml,low,"fit_priority: Jane Street Data Specialist is adjacent data work, not a clear SWE/ML IC. Matches blank — evidence incomplete.",board_fields,program_end,,,,,,
later,Meta,Production Engineering,https://jobright.ai/jobs/info/6a2d9bf5c260bb1b8ae19093,jobright_matches,,,,,2026-09-13T13:03:46+00:00,broad,cloud_swe,low,fit_priority: Meta Production Engineering with no new-grad/intern signal. Matches blank — evidence incomplete.,board_fields,program_end,,,,,,
skip,Personal,Programa De Referidos - Software Developer Detalles Del Puesto | Telecomarg,https://jobright.ai/jobs/info/6aa69ae0654b2a9424cf7f65,jobright_matches,,,,,2026-09-13T13:03:46+00:00,,,high,"non_target_role: referral-program / telecom listing, not a US SWE/ML role. [reused discovery_triage_2026-09-10T13.csv; company+role+location, new url]",board_fields,n/a,,,,,,
later,Plaid,Senior Data Scientist - Network Value (Plaid App),https://jobright.ai/jobs/info/6a51be1dae4052672fe9a124,jobright_matches,,,,,2026-09-13T13:03:46+00:00,practice,data_ml,medium,fit_priority: Senior Data Scientist is above new-grad. Matches blank — evidence incomplete.,board_fields,program_end,,,,,,
later,Tata Consultancy Services,Engineer,https://jobright.ai/jobs/info/6a761d724817aa4307046cea,jobright_matches,,,,,2026-09-13T13:03:46+00:00,practice,cloud_swe,low,fit_priority: generic Engineer title on a public homepage card; no new-grad/intern signal; blank work_model/location — evidence incomplete. [reused from 2026-09-08T13 after hard-rule checks] [reused discovery_triage_2026-09-11T13.csv; url-stable],board_fields,program_end,,,,,,
later,Waymo,"Staff Site Reliability Engineer, Waymo Fleet",https://jobright.ai/jobs/info/6a89b404680f314a29d3f482,jobright_matches,,,,,2026-09-13T13:03:46+00:00,practice,cloud_swe,medium,fit_priority: Staff Site Reliability Engineer is above new-grad. Matches blank — evidence incomplete.,board_fields,program_end,,,,,,
keep,Bedrock Robotics,"Internship 2027 Behavior Machine Learning Engineer, World Models",https://jobs.ashbyhq.com/bedrock-robotics/c51d682e-58ee-44de-886f-4cfacb56d2e1/application,ashby_sweep,internship_if_eligible,,"San Francisco, CA",2026-09-10T21:16:05.767+00:00,2026-09-13T13:05:31.419494+00:00,core,data_ml,high,"intern_ok + fit_priority: Bedrock Robotics Internship 2027 Behavior ML Engineer, World Models — SF, explicit 2027, ML systems. [reused discovery_triage_2026-09-11T22.csv] [reused discovery_triage_2026-09-12T13.csv; url-stable] [reused discovery_triage_2026-09-12T22.csv; url-stable]",board_fields,program_end,,https://jobs.ashbyhq.com/bedrock-robotics/c51d682e-58ee-44de-886f-4cfacb56d2e1/application,exact,ashby,"Internship 2027 Behavior Machine Learning Engineer, World Models",title overlap 1.00 on known ashby 'bedrock-robotics' | restored ashby_sweep applyUrl (do not collapse agency twins)
keep,Bedrock Robotics,"Internship 2027 Onboard Infrastructure Engineer, ML Inference",https://jobs.ashbyhq.com/bedrock-robotics/0331551e-c18e-428a-8e91-e6cb25c9c2e8/application,ashby_sweep,internship_if_eligible,,"San Francisco, CA",2026-09-10T21:22:05.089+00:00,2026-09-13T13:05:31.419494+00:00,core,data_ml,high,"intern_ok + fit_priority: Bedrock Robotics Internship 2027 Onboard Infrastructure Engineer, ML Inference — SF, explicit 2027, AI infra / inference. [same discovery URL as discovery_triage_2026-09-11T13.csv; fields changed: work_model] [reused discovery_triage_2026-09-11T22.csv] [reused discovery_triage_2026-09-12T13.csv; url-stable] [reused discovery_triage_2026-09-12T22.csv; url-stable]",board_fields,program_end,,https://jobs.ashbyhq.com/bedrock-robotics/0331551e-c18e-428a-8e91-e6cb25c9c2e8/application,exact,ashby,"Internship 2027 Onboard Infrastructure Engineer, ML Inference",title overlap 1.00 on known ashby 'bedrock-robotics' | restored ashby_sweep applyUrl (do not collapse agency twins)
later,Bedrock Robotics,Internship 2027 Sensor Systems Engineer,https://jobs.ashbyhq.com/bedrock-robotics/d7da851b-55c2-45d4-bf8b-aa879282f25c/application,ashby_sweep,internship_if_eligible,,"San Francisco, CA",2026-09-10T21:19:41.680+00:00,2026-09-13T13:05:31.419494+00:00,broad,cloud_swe,medium,intern_ok + fit_priority: Bedrock 2027 Sensor Systems intern is hardware-adjacent vs ML inference twin; later not skip. [reused discovery_triage_2026-09-11T22.csv] [reused discovery_triage_2026-09-12T13.csv; url-stable] [reused discovery_triage_2026-09-12T22.csv; url-stable],board_fields,program_end,,,,,,
later,Bedrock Robotics,Internship 2027 Validation & Verification Test Engineer,https://jobs.ashbyhq.com/bedrock-robotics/c396dedc-06ec-4a23-8408-0194e360f30e/application,ashby_sweep,internship_if_eligible,,"San Francisco, CA",2026-09-10T21:13:06.999+00:00,2026-09-13T13:05:31.419494+00:00,practice,cloud_swe,medium,intern_ok + fit_priority: Bedrock 2027 V&V Test Engineer is test/QA-leaning vs core ML/SWE intern keeps. [reused discovery_triage_2026-09-11T22.csv] [reused discovery_triage_2026-09-12T13.csv; url-stable] [reused discovery_triage_2026-09-12T22.csv; url-stable],board_fields,program_end,,,,,,
skip,Amgen,Grad Intern – Data Scientist – Amgen’s Technology & Medical Organizations (Summer 2027),https://jobright.ai/jobs/info/6aa4482cc1928370a285d626,intern_list,internship_if_eligible,Remote,United States,22 hours ago,2026-09-13T13:03:59+00:00,,,high,remote: work_model is fully remote. [reused discovery_triage_2026-09-11T22.csv; url-stable] [reused discovery_triage_2026-09-12T22.csv; url-stable],board_fields,n/a,,,,,,
skip,Amgen,Grad Intern – Machine Learning Engineer – Amgen’s Technology & Medical Organizations (Summer 2027),https://jobright.ai/jobs/info/6aa4a4ce422289703bd6769b,intern_list,internship_if_eligible,Remote,United States,21 hours ago,2026-09-13T13:03:59+00:00,,,high,remote: Amgen Grad Intern Machine Learning Engineer Summer 2027 listed United States / Remote. [reused discovery_triage_2026-09-12T22.csv; url-stable],board_fields,n/a,,,,,,
keep,Amgen,Grad Intern – Machine Learning Engineer – Amgen’s Technology & Medical Organizations (Summer 2027),https://jobright.ai/jobs/info/6aa4b7c9654b2a9424cf0f8f,intern_list,internship_if_eligible,On Site,"Washington, DC",21 hours ago,2026-09-13T13:03:59+00:00,core,data_ml,high,"intern_ok + fit_priority: Amgen Grad Intern Machine Learning Engineer Summer 2027, Washington DC on-site. [reused discovery_triage_2026-09-12T22.csv; url-stable]",board_fields,program_end,,,none,,,
later,Amgen,Undergrad Intern – Data Scientist – Amgen’s Technology & Medical Organizations (Summer 2027),https://jobright.ai/jobs/info/6aa48ee5422289703bd67099,intern_list,internship_if_eligible,On Site,"Washington, DC",22 hours ago,2026-09-13T13:03:59+00:00,practice,data_ml,medium,"intern_ok + traditional_student_coop: Amgen Undergrad Intern Data Scientist Summer 2027, Washington DC on-site. Undergraduate framing; later vs keep. [reused discovery_triage_2026-09-12T22.csv; url-stable]",board_fields,program_end,,,,,,
