decision,company,role,url,source,track,work_model,location,posted_relative,fetched_at,suggested_lane,suggested_cluster,confidence,reason,evidence_basis,grad_display_hint,user_confirm
later,ACCO Engineered Systems,Safety Data Analyst,https://jobright.ai/jobs/info/6a710f6a02d93145bf88e0ad,jobright_matches,,,,,2026-08-03T22:01:52+00:00,broad,data_ml,medium,"fit_priority: adjacent, senior, QA, cyber, generic, or light-analytics fit; lower priority than core SWE/data/ML/AI roles.",board_fields,n/a,
skip,Aircall,Product Designer - AI Agents,https://jobright.ai/jobs/info/6a710dbbe2b7476e7b20cb35,jobright_matches,,,,,2026-08-03T22:01:52+00:00,,data_ml,high,non_target_role: the role is outside the SWE/data/ML/AI-infrastructure target scope.,board_fields,n/a,
later,Cisco,Data Analyst,https://jobright.ai/jobs/info/6a70c07871acd469eed9f605,jobright_matches,,,,,2026-08-03T22:01:52+00:00,broad,data_ml,medium,"fit_priority: adjacent, senior, QA, cyber, generic, or light-analytics fit; lower priority than core SWE/data/ML/AI roles.",board_fields,n/a,
later,Evotec,"Scientific Applications Engineer/DataOps Manager (Seattle Or Redmond, WA)",https://jobright.ai/jobs/info/6a710e53cb96192a36847681,jobright_matches,,,,,2026-08-03T22:01:52+00:00,broad,data_ml,low,"fit_priority: potentially related, but Matches supplied no location, work model, timing, or eligibility fields; evidence incomplete.",board_fields,n/a,
later,GE Aerospace,Data Engineer,https://jobright.ai/jobs/info/6a710e22cb96192a36847668,jobright_matches,,,,,2026-08-03T22:01:52+00:00,broad,data_ml,low,"fit_priority: potentially related, but Matches supplied no location, work model, timing, or eligibility fields; evidence incomplete.",board_fields,n/a,
later,Joe V's Smart Shop,Software Engineer II- Quality,https://jobright.ai/jobs/info/6a710da2ee751e0c793423d8,jobright_matches,,,,,2026-08-03T22:01:52+00:00,broad,cloud_swe,medium,"fit_priority: adjacent, senior, QA, cyber, generic, or light-analytics fit; lower priority than core SWE/data/ML/AI roles.",board_fields,n/a,
later,KPIT,Product Engineer,https://jobright.ai/jobs/info/6a710e299a0ca4480c7d2cb6,jobright_matches,,,,,2026-08-03T22:01:52+00:00,broad,cloud_swe,medium,"fit_priority: adjacent, senior, QA, cyber, generic, or light-analytics fit; lower priority than core SWE/data/ML/AI roles.",board_fields,n/a,
later,OnCorps AI,Software Engineer,https://jobright.ai/jobs/info/6a59b252856af468ab004f62,jobright_matches,,,,,2026-08-03T22:01:52+00:00,broad,cloud_swe,low,"fit_priority: potentially related, but Matches supplied no location, work model, timing, or eligibility fields; evidence incomplete.",board_fields,n/a,
later,SMX,Senior Database Developer (5480),https://jobright.ai/jobs/info/6a710e39cb96192a36847677,jobright_matches,,,,,2026-08-03T22:01:52+00:00,broad,data_ml,medium,"fit_priority: adjacent, senior, QA, cyber, generic, or light-analytics fit; lower priority than core SWE/data/ML/AI roles.",board_fields,n/a,
keep,"Simple, a Netsmart solution",Software Engineer - (Dec.26/May 27 Grads),https://jobright.ai/jobs/info/6a710e3871acd469eeda1778,jobright_matches,,,,,2026-08-03T22:01:52+00:00,core,cloud_swe,medium,fit_priority + dual_grad_dates: strong entry-level SWE/data/ML/AI fit; board fields show no explicit incompatible start or graduation gate.,board_fields,dual_date,
later,AARP,Data Science and Advanced Analytics Intern,https://jobright.ai/jobs/info/6a310d0feace377055eb84d9,intern_list,internship_if_eligible,Hybrid,"Washington, DC",6 days ago,2026-08-03T22:02:04+00:00,broad,data_ml,medium,"fit_priority: adjacent, senior, QA, cyber, generic, or light-analytics fit; lower priority than core SWE/data/ML/AI roles.",board_fields,n/a,
skip,American Express,"Campus Undergraduate Summer Internship Program - 2027 Strategy & Analytics, Credit & Fraud Risk - New York, NY",https://jobright.ai/jobs/info/6a702d73cd3bac13d3709be2,intern_list,internship_if_eligible,On Site,"New York, NY",9 hours ago,2026-08-03T22:02:04+00:00,,data_ml,high,hard_gate: the explicit degree/enrollment or graduation window matches neither December 2026 program completion nor March 2027 commencement.,board_fields,n/a,
skip,American Express,"Campus Undergraduate Summer Internship Program - 2027 Strategy & Analytics, Credit & Fraud Risk - Phoenix, AZ",https://jobright.ai/jobs/info/6a702d63cd3bac13d3709be1,intern_list,internship_if_eligible,On Site,"Phoenix, AZ",10 hours ago,2026-08-03T22:02:04+00:00,,data_ml,high,hard_gate: the explicit degree/enrollment or graduation window matches neither December 2026 program completion nor March 2027 commencement.,board_fields,n/a,
skip,Arizona State University,Management Intern - Career Data and Analytics,https://jobright.ai/jobs/info/6a6bd2ae57120971bf3a90cf,intern_list,internship_if_eligible,On Site,"Tempe, AZ",1 day ago,2026-08-03T22:02:04+00:00,,data_ml,high,non_target_role: the role is outside the SWE/data/ML/AI-infrastructure target scope.,board_fields,n/a,
later,Avionyx,Intern Software Engineer,https://jobright.ai/jobs/info/6a70e0dc71acd469eeda0471,intern_list,internship_if_eligible,On Site,"San Jose, CA",3 hours ago,2026-08-03T22:02:04+00:00,broad,cloud_swe,medium,"intern_ok + fit_priority: technically related, but the board fields do not establish a 2027 term or clearly compatible enrollment timing; evidence incomplete.",board_fields,n/a,
skip,Beckman Coulter Life Sciences,Bioinformatics Applications Internship,https://jobright.ai/jobs/info/6a6cd5e857120971bf3ad79c,intern_list,internship_if_eligible,Remote,United States,3 days ago,2026-08-03T22:02:04+00:00,,health_ai,high,remote: board work_model is explicitly Remote; fully remote roles are out of scope.,board_fields,n/a,
later,Bluebono,Product & Data Science Intern,https://jobright.ai/jobs/info/6a6b91c1acb0a61f9dbc197b,intern_list,internship_if_eligible,On Site,"Los Angeles, CA; Pasadena, CA",4 days ago,2026-08-03T22:02:04+00:00,broad,data_ml,medium,"intern_ok + fit_priority: technically related, but the board fields do not establish a 2027 term or clearly compatible enrollment timing; evidence incomplete.",board_fields,n/a,
skip,Boeing,Boeing Summer 2027 Internship Program (Paid) – Data Analytics Intern,https://jobright.ai/jobs/info/6a70fa75e2b7476e7b20c2b9,intern_list,internship_if_eligible,Remote,United States,1 hour ago,2026-08-03T22:02:04+00:00,,data_ml,high,remote: board work_model is explicitly Remote; fully remote roles are out of scope. The stated graduation window also misses both verified dates (hard_gate).,board_fields,n/a,
later,Bosch,AI and SW Development Engineering Intern,https://jobright.ai/jobs/info/6a70c5a0cb96192a36845734,intern_list,internship_if_eligible,On Site,"Plymouth, MI",5 hours ago,2026-08-03T22:02:04+00:00,broad,data_ml,medium,"intern_ok + fit_priority: technically related, but the board fields do not establish a 2027 term or clearly compatible enrollment timing; evidence incomplete.",board_fields,n/a,
skip,Boston Scientific,R&D Engineering Intern,https://jobright.ai/jobs/info/6a70c891e2b7476e7b20ade2,intern_list,internship_if_eligible,On Site,"Maple Grove, MN",3 hours ago,2026-08-03T22:02:04+00:00,,cloud_swe,high,hard_gate: the explicit degree/enrollment or graduation window matches neither December 2026 program completion nor March 2027 commencement.,board_fields,n/a,
