decision,company,role,url,source,track,work_model,location,posted_relative,fetched_at,suggested_lane,suggested_cluster,confidence,reason,evidence_basis,grad_display_hint,user_confirm
skip,AI Security Assurance,Internship: Cybersecurity & AI Engineering,https://jobright.ai/jobs/info/6a76c2644817aa43070493c5,intern_list,internship_if_eligible,Remote,United States,7 hours ago,2026-08-08T13:02:40+00:00,practice,cloud_swe,high,[remote] Board fields explicitly identify the role as fully remote; profile remote_ok is false.,board_fields,n/a,
later,Applied Intuition,"Research Intern - Robotic Hardware, Simulation and Data",https://jobright.ai/jobs/info/6a55b6a2fdf4fa71202b3da0,intern_list,internship_if_eligible,On Site,"Sunnyvale, CA",6 hours ago,2026-08-08T13:02:40+00:00,broad,cloud_swe,medium,"[intern_ok, fit_priority] Related role, but the board fields do not establish a compatible 2027 term or the fit is lower priority; verify timing, enrollment, and role details before promotion.",board_fields,n/a,
skip,Axon,RenderATL 2026 US Firmware Engineering Internship,https://jobright.ai/jobs/info/6a68c91105bae84301b58554,intern_list,internship_if_eligible,Hybrid,"Seattle, WA; Boston, MA",3 hours ago,2026-08-08T13:02:40+00:00,practice,cloud_swe,high,"[start_date_conflict, timing_expired] Title explicitly identifies a 2026 job or internship cycle, outside the target work window.",board_fields,n/a,
later,"Baynovation, LLC",Data Scientist Intern,https://jobright.ai/jobs/info/6a72e0066ffeee418e5b78c5,intern_list,internship_if_eligible,On Site,"San Jose, CA",3 days ago,2026-08-08T13:02:40+00:00,broad,data_ml,medium,"[intern_ok, fit_priority] Related role, but the board fields do not establish a compatible 2027 term or the fit is lower priority; verify timing, enrollment, and role details before promotion.",board_fields,n/a,
skip,Boeing,Boeing Summer 2027 Internship Program (Paid) – Data Analytics Intern,https://jobright.ai/jobs/info/6a764aeb67a1ad0bc53c9c19,intern_list,internship_if_eligible,Remote,United States,1 day ago,2026-08-08T13:02:40+00:00,practice,data_ml,high,"[hard_gate] Board fields show an explicit incompatible gate (graduation/return-to-school window, degree/status requirement, military eligibility, or TS/SCI polygraph) that the profile does not satisfy.",board_fields,n/a,
keep,ByteDance,Software Development Engineer Intern (Network Automation) - 2027 Summer,https://jobright.ai/jobs/info/6a767b6767a1ad0bc53ca8a0,intern_list,internship_if_eligible,On Site,"San Jose, CA",7 hours ago,2026-08-08T13:02:40+00:00,core,cloud_swe,high,"[intern_ok, dual_grad_dates, fit_priority] Explicit 2027 internship with strong SWE/data/ML/health-tech fit; verify authorization and any return-to-school details at application.",board_fields,dual_date,
skip,Capital One,Current Master's - Data Science Internship - Summer 2027,https://jobright.ai/jobs/info/6a5e1efa050c423c792ed587,intern_list,internship_if_eligible,Hybrid,"McLean, VA; Cambridge, MA; Chicago, IL; Richmond, VA; Plano, TX; San Francisco, CA; San Jose, CA; New York, NY",13 hours ago,2026-08-08T13:02:40+00:00,practice,data_ml,high,"[hard_gate] Board fields show an explicit incompatible gate (graduation/return-to-school window, degree/status requirement, military eligibility, or TS/SCI polygraph) that the profile does not satisfy.",board_fields,n/a,
later,Centerfield,Data Science Intern,https://jobright.ai/jobs/info/6a39cdd86484fb75f2b33af0,intern_list,internship_if_eligible,Hybrid,"Los Angeles, CA",4 days ago,2026-08-08T13:02:40+00:00,broad,data_ml,medium,"[intern_ok, fit_priority] Related role, but the board fields do not establish a compatible 2027 term or the fit is lower priority; verify timing, enrollment, and role details before promotion.",board_fields,n/a,
skip,Chase,2027 Code for Good Hackathon - Software Engineer Program - Summer Internship – United States,https://jobright.ai/jobs/info/6a702350f5953013637f74d2,intern_list,internship_if_eligible,On Site,"Chicago, IL; Columbus, OH; Houston, TX; Jersey City, NJ; New York, NY; Palo Alto, CA; Plano, TX; Tampa, FL; Wilmington, DE",12 hours ago,2026-08-08T13:02:40+00:00,practice,cloud_swe,high,"[hard_gate] Board fields show an explicit incompatible gate (graduation/return-to-school window, degree/status requirement, military eligibility, or TS/SCI polygraph) that the profile does not satisfy.",board_fields,n/a,
skip,Chase,2027 Data & AI Program - Summer Internship - Analyst - United States,https://jobright.ai/jobs/info/6a765ae84817aa4307048012,intern_list,internship_if_eligible,On Site,"Chicago, IL; New York Metro, United States; Columbus, OH; Delaware Metro, United States; Plano, TX; Palo Alto, CA",14 hours ago,2026-08-08T13:02:40+00:00,practice,data_ml,high,"[hard_gate] Board fields show an explicit incompatible gate (graduation/return-to-school window, degree/status requirement, military eligibility, or TS/SCI polygraph) that the profile does not satisfy.",board_fields,n/a,
skip,Chase,2027 Data for Good Hackathon - Data & AI Program - Summer Internship,https://jobright.ai/jobs/info/6a765b0867a1ad0bc53c9ff7,intern_list,internship_if_eligible,On Site,"Chicago, IL; Columbus, OH; Plano, TX; New York Metro, United States; Delaware Metro, United States",14 hours ago,2026-08-08T13:02:40+00:00,practice,data_ml,high,"[hard_gate] Board fields show an explicit incompatible gate (graduation/return-to-school window, degree/status requirement, military eligibility, or TS/SCI polygraph) that the profile does not satisfy.",board_fields,n/a,
skip,Cohere,Software Engineer Intern (Fall / Winter 2026),https://jobright.ai/jobs/info/6a2d7ee0fc0644749054c56b,intern_list,internship_if_eligible,Remote,United States,12 hours ago,2026-08-08T13:02:40+00:00,practice,cloud_swe,high,"[start_date_conflict, timing_expired] Title explicitly identifies a 2026 job or internship cycle, outside the target work window.",board_fields,n/a,
skip,Delta Air Lines,"Graduate Intern, Data Scientist (Fall 2026)",https://jobright.ai/jobs/info/6a63d6aa87cef057612caebf,intern_list,internship_if_eligible,On Site,"Atlanta, GA",1 day ago,2026-08-08T13:02:40+00:00,practice,data_ml,high,"[start_date_conflict, timing_expired] Title explicitly identifies a 2026 job or internship cycle, outside the target work window.",board_fields,n/a,
skip,Delta Air Lines,"Intern, Innovation - AI Engineering (Fall 2026)",https://jobright.ai/jobs/info/6a4322ec3a9004648946a996,intern_list,internship_if_eligible,On Site,"Atlanta, GA",13 hours ago,2026-08-08T13:02:40+00:00,practice,data_ml,high,"[start_date_conflict, timing_expired] Title explicitly identifies a 2026 job or internship cycle, outside the target work window.",board_fields,n/a,
skip,Epic Games,Machine Learning Intern,https://jobright.ai/jobs/info/6a7605b37b3417772ade6359,intern_list,internship_if_eligible,Remote,United States; Canada; United Kingdom,16 hours ago,2026-08-08T13:02:40+00:00,practice,data_ml,high,[remote] Board fields explicitly identify the role as fully remote; profile remote_ok is false.,board_fields,n/a,
later,FIRST,IT Data Operations Intern (Hybrid - NY office),https://jobright.ai/jobs/info/6a7665994817aa43070484a1,intern_list,internship_if_eligible,Hybrid,"New York, NY",13 hours ago,2026-08-08T13:02:40+00:00,practice,data_ml,medium,"[intern_ok, fit_priority] Related role, but the board fields do not establish a compatible 2027 term or the fit is lower priority; verify timing, enrollment, and role details before promotion.",board_fields,n/a,
later,First Bank & Trust,SharePoint/Power Platform Intern,https://jobright.ai/jobs/info/6a68b96c7926035e0958691d,intern_list,internship_if_eligible,On Site,"Brookings, SD",11 hours ago,2026-08-08T13:02:40+00:00,broad,cloud_swe,medium,"[intern_ok, fit_priority] Related role, but the board fields do not establish a compatible 2027 term or the fit is lower priority; verify timing, enrollment, and role details before promotion.",board_fields,n/a,
later,GCI Communication Corp.,"Telecommunications Intern (Computer Science/Data Analytics - Anchorage, AK)",https://jobright.ai/jobs/info/6a763453bb6ca93ae5611782,intern_list,internship_if_eligible,Hybrid,"Anchorage, AK",19 hours ago,2026-08-08T13:02:40+00:00,practice,data_ml,medium,"[intern_ok, fit_priority] Related role, but the board fields do not establish a compatible 2027 term or the fit is lower priority; verify timing, enrollment, and role details before promotion.",board_fields,n/a,
